// Dead Branch Summonable Monsters Database
//
// Structure of Database:
// MobID,DummyName,Rate

0,SCORPION,Scorpion,1001
1140,Marduk,1000000
1141,Marina,1000000
1142,Marine Sphere,1000000
1143,Marionette,1000000
1144,Marse,1000000
1145,Martin,1000000
1146,Matyr,1000000
1148,Medusa,1000000
1149,Minorous,1000000
1151,Myst,1000000
1152,Orc Skeleton,1000000
1153,Orc Zombie,1000000
1154,Pasana,1000000
1155,Petite,1000000
1156,Petite,1000000
1158,Phen,1000000
1160,Piere,1000000
1161,Plankton,1000000
1162,Rafflesia,1000000
1163,Raydric,1000000
1164,Requiem,1000000
1165,Sandman,1000000
1166,Savage,1000000
1167,Savage Babe,1000000
1169,Skeleton Worker,1000000
1170,Sohee,1000000
1174,Stainer,1000000
1175,Tarou,1000000
1176,Vitata,1000000
1177,Zenorc,1000000
1178,Zerom,1000000
1179,Whisper,1000000
1180,Nine Tail,1000000
1185,Whisper,1000000
1186,Giant Whisper,1000000
1188,Bongun,1000000
1189,Orc Archer,1000000
1191,Mimic,1000000
1192,Wraith,1000000
1193,Alarm,1000000
1194,Arclouse,1000000
1195,Rideword,1000000
1196,Skeleton Prisoner,1000000
1197,Zombie Prisoner,1000000
1199,Punk,1000000
1200,Zherlthsh,1000000
1201,Rybio,1000000
1202,Phendark,1000000
1203,Mysteltainn,1000000
1204,Tyrfing,1000000
1205,Executioner,1000000
1206,Anolian,1000000
1207,Sting,1000000
1208,Wanderer,1000000
1209,Cramp,1000000
1211,Brilight,1000000
1212,Iron Fist,1000000
1213,High Orc,1000000
1214,Choco,1000000
1215,Stem Worm,1000000
1216,Penomena,1000000
1219,Abysmal Knight,1000000
1242,Marin,1000000
1243,Sasquatch,1000000
1244,Christmas Jakk,1000000
1245,Christmas Goblin,1000000
1246,Christmas Cookie,1000000
1247,Antonio,1000000
1248,Cruiser,1000000
1249,Myst Case,1000000
1250,Chepet,1000000
1253,Gargoyle,1000000
1254,Raggler,1000000
1255,Neraid,1000000
1256,Pest,1000000
1257,Injustice,1000000
1258,Goblin Archer,1000000
1259,Gryphon,1000000
1260,Dark Frame,1000000
1261,Wild Rose,1000000
1262,Mutant Dragonoid,1000000
1263,Wind Ghost,1000000
1264,Merman,1000000
1265,Cookie,1000000
1266,Aster,1000000
1267,Carat,1000000
1268,Blood Knight,1000000
1269,Clock,1000000
1270,Clock Tower Manager,1000000
1271,Alligator,1000000
1273,Orc Lady,1000000
1274,Megalith,1000000
1275,Alice,1000000
1276,Raydric Archer,1000000
1277,Greatest General,1000000
1278,Stalactite Golem,1000000
1279,Tri Joint,1000000
1280,Goblin Steamrider,1000000
1281,Sage Worm,1000000
1282,Kobold Archer,1000000
1283,Chimera,1000000
1289,Maya Purple,1000000
1290,Skeleton General,1000000
1291,Wraith Dead,1000000
1292,Mini Demon,1000000
1293,Creamy Fear,1000000
1294,Killer Mantis,1000000
1295,Owl Baron,1000000
1296,Kobold Leader,1000000
1297,Ancient Mummy,1000000
1298,Zombie Master,1000000
1299,Goblin Leader,1000000
1300,Caterpillar,1000000
1301,Am Mut,1000000
1302,Dark Illusion,1000000
1303,Giant Hornet,1000000
1304,Giant Spider,1000000
1305,Ancient Worm,1000000
1306,Leib Olmai,1000000
1307,Cat o' Nine Tails,1000000
1308,Panzer Goblin,1000000
1309,Gajomart,1000000
1310,Majoruros,1000000
1311,Gullinbursti,1000000
1313,Mobster,1000000
1314,Permeter,1000000
1315,Assaulter,1000000
1316,Solider,1000000
1317,Seal,1000000
1318,Heater,1000000
1319,Freezer,1000000
1320,Owl Duke,1000000
1321,Dragon Tail,1000000
1322,Spring Rabbit,1000000
1323,Sea Otter,1000000
1364,Assaulter,1000000
1365,Apocalypse,1000000
1366,Lava Golem,1000000
1367,Blazer,1000000
1368,Geographer,1000000
1369,Grand Peco,1000000
1370,Succubus,1000000
1371,Fake Angel,1000000
1372,Goat,1000000
1374,Incubus,1000000
1375,The Paper,1000000
1376,Harpy,1000000
1377,Elder,1000000
1378,Demon Fungus,1000000
1379,Nightmare Terror,1000000
1380,Driller,1000000
1381,Grizzly,1000000
1382,Diabolic,1000000
1383,Explosion,1000000
1384,Deleter,1000000
1385,Deleter,1000000
1386,Sleeper,1000000
1387,Gig,1000000
1388,Arc Angeling,1000000
1390,Violy,1000000
1391,Galapago,1000000
1392,Rotar Zairo,1000000
1400,Karakasa,1000000
1401,Shinobi,1000000
1402,Poison Toad,1000000
1403,Firelock Soldier,1000000
1404,Miyabi Doll,1000000
1405,Tengu,1000000
1406,Kapha,1000000
1408,Bloody Butterfly,1000000
1409,Dumpling Child,1000000
1410,Enchanted Peach Tree,1000000
1412,Taoist Hermit,1000000
1413,Hermit Plant,1000000
1415,Baby Leopard,1000000
1416,Evil Nymph,1000000
1417,Zipper Bear,1000000
1493,Dryad,1000000
1494,Beetle King,1000000
1495,Stone Shooter,1000000
1497,Wooden Golem,1000000
1498,Wootan Shooter,1000000
1499,Wootan Fighter,1000000
1500,Parasite,1000000
1503,Gibbet,1000000
1504,Dullahan,1000000
1505,Loli Ruri,1000000
1506,Disguise,1000000
1507,Bloody Murderer,1000000
1508,Quve,1000000
1509,Lude,1000000
1510,Hylozoist,1000000
1512,Hyegun,1000000
1513,Civil Servant,1000000
1514,Dancing Dragon,1000000
1515,Garm Baby,1000000
1516,Increase Soil,1000000
1517,Li Me Mang Ryang,1000000
1519,Chung E,1000000
1520,Boiled Rice,1000000
1582,Deviling,1000000
1584,Tamruan,1000000
1585,Mime Monkey,1000000
1586,Leaf Cat,1000000
1587,Kraben,1000000
1588,Christmas Orc,1000000
1613,Metaling,1000000
1614,Mineral,1000000
1615,Obsidian,1000000
1616,Pitman,1000000
1617,Waste Stove,1000000
1618,Ungoliant,1000000
1619,Porcellio,1000000
1620,Noxious,1000000
1621,Venomous,1000000
1622,Teddy Bear,1000000
1627,Anopheles,1000000
1628,Holden,1000000
1629,Hill Wind,1000000
1631,Chung E,1000000
1632,Gremlin,1000000
1633,Beholder,1000000
//1634,Seyren Windsor,1000000
//1635,Eremes Guile,1000000
//1636,Howard Alt-Eisen,1000000
//1637,Margaretha Solin,1000000
//1638,Cecil Damon,1000000
//1639,Kathryne Keyron,1000000
//1652,Egnigem Cenia,1000000
//1653,Wikebine Tres,1000000
//1654,Armeyer Dinze,1000000
//1655,Errende Ebecee,1000000
//1656,Kavach Icarus,1000000
//1657,Laurell Weinder,1000000
1668,Archdam,1000000
1670,Dimik,1000000
1671,Dimik,1000000
1672,Dimik,1000000
1673,Dimik,1000000
1675,Venatu,1000000
1676,Venatu,1000000
1677,Venatu,1000000
1678,Venatu,1000000
1680,Hill Wind,1000000
1681,Gemini-S58,1000000
1682,Remover,1000000
1686,Orc Baby,1000000
1687,Green Iguana,1000000
1692,Breeze,1000000
1693,Plasma,1000000
1694,Plasma,1000000
1695,Plasma,1000000
1696,Plasma,1000000
1697,Plasma,1000000
1698,Deathword,1000000
1699,Ancient Mimic,1000000
1700,Observation,1000000
1701,Shelter,1000000
1702,Retribution,1000000
1703,Solace,1000000
//1704,Thanatos Odium,1000000
//1705,Thanatos Despero,1000000
//1706,Thanatos Maero,1000000
//1707,Thanatos Dolor,1000000
1713,Acidus,1000000
1714,Ferus,1000000
1715,Novus,1000000
1716,Acidus,1000000
1717,Ferus,1000000
1718,Novus,1000000
1720,Hydro,1000000
1721,Dragon Egg,1000000
1735,Alicel,1000000
1736,Aliot,1000000
1737,Aliza,1000000
1738,Constant,1000000
1752,Skogul,1000000
1753,Frus,1000000
1754,Skeggiold,1000000
1755,Skeggiold,1000000
