// Quest Database
//
// Structure of Database :
// Quest ID,Time Limit,Target1,Val1,Target2,Val2,Target3,Val3,Quest Title
//
3045,9600,0,0,0,0,0,0,"Sealed Shrine"
3046,0,0,0,0,0,0,0,"Sealed Shrine After-effect"
//
3050,0,0,0,0,0,0,0,"Resurrection of Satan Morocc - 1"
3051,0,0,0,0,0,0,0,"Resurrection of Satan Morocc - 2"
3052,0,0,0,0,0,0,0,"Resurrection of Satan Morocc - 3"
3053,0,0,0,0,0,0,0,"Resurrection of Satan Morocc - 4"
3054,0,0,0,0,0,0,0,"Resurrection of Satan Morocc - 5"
3055,0,0,0,0,0,0,0,"Resurrection of Satan Morocc - 6"
3056,0,0,0,0,0,0,0,"Resurrection of Satan Morocc - 7"
3060,0,0,0,0,0,0,0,"Kids in Veins - Where's the Little Sis?"
3061,0,0,0,0,0,0,0,"Kids in Veins - Find a way to unlock the shackles!"
3062,0,0,0,0,0,0,0,"Kids in Veins - Find the Locksmith!"
3063,0,0,0,0,0,0,0,"Kids in Veins - Mr. Lockenlock?"
3064,0,0,0,0,0,0,0,"Kids in Veins - Organic Chamelepu Soap"
3065,0,0,0,0,0,0,0,"Kids in Veins - Soap Ingredients"
3066,0,0,0,0,0,0,0,"Kids in Veins - To make a Chamelepu Soap..."
3067,0,0,0,0,0,0,0,"Kids in Veins - Camel Appetite Stimulants"
3068,0,0,0,0,0,0,0,"Kids in Veins - Getting the Camel Dung"
3069,0,0,0,0,0,0,0,"Kids in Veins - Where's the Silk Sand Camel?"
3070,0,0,0,0,0,0,0,"Kids in Veins - Silk Sand Camel is gone!"
3071,0,0,0,0,0,0,0,"Kids in Veins - Silk Sand Camel is found!"
3072,0,0,0,0,0,0,0,"Kids in Veins - 1 lump of Camel dung obtained"
3073,0,0,0,0,0,0,0,"Kids in Veins - 2 lumps of Camel dung obtained"
3074,0,0,0,0,0,0,0,"Kids in Veins - 3 lumps of Camel dung obtained"
3075,0,0,0,0,0,0,0,"Kids in Veins - 4 lumps of Camel dung obtained"
3076,0,0,0,0,0,0,0,"Kids in Veins - 5 lumps of Camel dung obtained"
3077,0,0,0,0,0,0,0,"Kids in Veins - Go to Ms. Ivory"
3078,0,0,0,0,0,0,0,"Kids in Veins - Chamalepu Soap is completed!"
3079,0,0,0,0,0,0,0,"Kids in Veins - Making the key mold"
3080,0,0,0,0,0,0,0,"Kids in Veins - Bringing the key mold"
3081,0,0,0,0,0,0,0,"Kids in Veins - All you need is Steel!"
3082,0,0,0,0,0,0,0,"Kids in Veins - The Key is Made!"
3083,0,0,0,0,0,0,0,"Kids in Veins - Mr. Lockenlock's key"
3085,0,0,0,0,0,0,0,"Call from the commander"
3086,0,0,0,0,0,0,0,"Commander's Duty"
3087,0,0,0,0,0,0,0,"Report to Rune Midgard"
3088,0,0,0,0,0,0,0,"Report to the continent - Accident!"
3089,0,0,0,0,0,0,0,"Report to the continent - How to restore"
3090,0,0,0,0,0,0,0,"Report to the continent - Location of reports"
3091,0,0,0,0,0,0,0,"Report to the continent - Location of reports"
3092,0,0,0,0,0,0,0,"Report to the continent - Success to restore!"
3093,0,0,0,0,0,0,0,"Report to the continent - Report to the continent"
3094,0,0,0,0,0,0,0,"Report to the continent - Return to the expedition"
//
3100,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Lost Bond of Debt"
3101,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Strange Heap of Earth"
3102,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Bond of Debt Found, but..."
3103,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Inventor Dorian"
3104,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Repair Materials of Magic Dryer"
3105,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Repairing Magic Dryer"
3106,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Repairing Magic Dryer Failed"
3107,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Repairing Magic Dryer Successful"
3108,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Let's Run the Magic Dryer"
3109,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Restoring the Bond of Debt"
3110,0,0,0,0,0,0,0,"Stolen Diamond - Tracking the Diamond"
3111,0,0,0,0,0,0,0,"Stolen Diamond - Leblo's Favor"
3112,0,0,0,0,0,0,0,"Stolen Diamond - Wola the Doctor"
3113,0,0,0,0,0,0,0,"Stolen Diamond - Wola the Doctor"
3114,0,0,0,0,0,0,0,"Stolen Diamond - Wola the Doctor"
3115,0,0,0,0,0,0,0,"Stolen Diamond - Leblo's Information"
3116,0,0,0,0,0,0,0,"Stolen Diamond - Information from Rogue Investigator"
3117,0,0,0,0,0,0,0,"Stolen Diamond - Odd Switches"
3118,0,0,0,0,0,0,0,"Stolen Diamond - Diamond Found!"
3119,0,0,0,0,0,0,0,"Z Gang Wanted - Wanted Notice"
3120,0,0,0,0,0,0,0,"Z Gang Wanted - About Z Gang"
3121,0,0,0,0,0,0,0,"Z Gang Wanted - Valdes's Favor"
3122,0,0,0,0,0,0,0,"Z Gang Wanted - Information from Valdes"
3123,0,0,0,0,0,0,0,"Z Gang Wanted - Marybell's Test"
3124,0,0,0,0,0,0,0,"Z Gang Wanted - Challenging Moonho Ahn"
3125,0,0,0,0,0,0,0,"Z Gang Wanted - Challenging Moonho Ahn"
3126,0,0,0,0,0,0,0,"Z Gang Wanted - Information from Marybell"
3127,0,0,0,0,0,0,0,"Z Gang Wanted - Z Gang's Attack"
3128,0,0,0,0,0,0,0,"Z Gang Wanted - Z Gang's Attack"
3129,0,0,0,0,0,0,0,"Z Gang Wanted - Strange Letter"
3130,0,0,0,0,0,0,0,"Z Gang Wanted - Decrypting the letter..."
3131,0,0,0,0,0,0,0,"Z Gang Wanted - Code's Broken!"
3132,0,0,0,0,0,0,0,"Z Gang Wanted - Find the Z Gang's Agit"
3133,0,0,0,0,0,0,0,"Z Gang Wanted - Agit Found!"
3134,0,0,0,0,0,0,0,"Z Gang Wanted - Clean Sweep of Z Gang"
3135,0,0,0,0,0,0,0,"Nidhoggur's Nest"
3136,0,0,0,0,0,0,0,"Nidhoggur's Nest Time Limit"
4000,0,0,0,0,0,0,0,"Sherin's Job Interview"
4001,0,0,0,0,0,0,0,"Job Change to Hunter"
4002,0,0,0,0,0,0,0,"Job Change to Hunter"
4003,0,0,0,0,0,0,0,"Job Change to Hunter"
4004,0,0,0,0,0,0,0,"Job Change to Hunter"
4005,0,0,0,0,0,0,0,"Job Change to Hunter"
4006,0,0,0,0,0,0,0,"Job Change to Hunter"
4007,0,0,0,0,0,0,0,"Job Change to Hunter"
4008,0,0,0,0,0,0,0,"Job Change to Hunter"
4009,0,0,0,0,0,0,0,"Job Change to Hunter"
4010,0,0,0,0,0,0,0,"Job Change to Hunter"
4011,0,0,0,0,0,0,0,"Job Change to Hunter - Test"
4012,0,0,0,0,0,0,0,"Job Change to Hunter"
4013,0,0,0,0,0,0,0,"Job Change to Hunter"
4015,0,0,0,0,0,0,0,"Becoming an Adventurer Appraiser"
4016,0,0,0,0,0,0,0,"Proof of Qualification"
4017,0,0,0,0,0,0,0,"Qualification Test"
4018,0,0,0,0,0,0,0,"Preparations for Meeting Princes"
4020,0,0,0,0,0,0,0,"Interview with the Prince"
4021,0,0,0,0,0,0,0,"Interview with the Prince"
4022,0,0,0,0,0,0,0,"Interview with the Prince"
4023,0,0,0,0,0,0,0,"Interview with the Prince"
4024,0,0,0,0,0,0,0,"Interview with the Prince"
4025,0,0,0,0,0,0,0,"Interview with the Prince"
4026,0,0,0,0,0,0,0,"Interview with the Prince"
4027,0,0,0,0,0,0,0,"Interview with the Prince"
4028,0,0,0,0,0,0,0,"The prince, Peter's Favor"
4029,0,0,0,0,0,0,0,"The Girl's Favor"
4030,0,0,0,0,0,0,0,"The Story of Ahrum and Ernst"
4031,0,0,0,0,0,0,0,"The Story of Ahrum and Ernst"
4032,0,0,0,0,0,0,0,"Conspiracy of the two families"
4033,0,0,0,0,0,0,0,"Death of Ahrum"
5000,0,0,0,0,0,0,0,"The Crow of the Fate - 7"
//
6000,0,0,0,0,0,0,0,"Job Change to Taekwon"
6001,0,0,0,0,0,0,0,"Job Change to Taekwon"
6002,0,0,0,0,0,0,0,"Job Change to Taekwon"
6005,0,0,0,0,0,0,0,"Job Change to Soul-Linker"
6006,0,0,0,0,0,0,0,"Job Change to Soul-Linker"
6007,0,0,0,0,0,0,0,"Job Change to Soul-Linker"
6008,0,0,0,0,0,0,0,"Job Change to Soul-Linker"
6010,0,0,0,0,0,0,0,"Job Change to Super Novice"
6015,0,0,0,0,0,0,0,"A favor from Cougar"
6016,0,0,0,0,0,0,0,"A favor from a Suspicious Man"
6017,0,0,0,0,0,0,0,"Red Leopard Joe's Reply"
6018,0,0,0,0,0,0,0,"Cougar's Madness"
6020,0,0,0,0,0,0,0,"Master Miller's Letter"
6021,0,0,0,0,0,0,0,"Wise Bull Horn's voucher"
6022,0,0,0,0,0,0,0,"Making a voucher"
6023,0,0,0,0,0,0,0,"Wise Bull Horn's Favor"
6024,0,0,0,0,0,0,0,"Job Change to Gunslinger!"
6025,300,0,0,0,0,0,0,"KVM Guillaume"
6026,300,0,0,0,0,0,0,"KVM Croix"
6027,300,0,0,0,0,0,0,"KVM Indicator"
7000,0,0,0,0,0,0,0,"Job Change to Dancer!"
7001,0,0,0,0,0,0,0,"Job Change to Dancer!"
7002,0,0,0,0,0,0,0,"Job Change to Dancer!"
7003,0,0,0,0,0,0,0,"Job Change to Dancer!"
7004,0,0,0,0,0,0,0,"Job Change to Dancer!"
7005,0,0,0,0,0,0,0,"Job Change to Dancer!"
7006,0,0,0,0,0,0,0,"Job Change to Dancer!"
7007,0,0,0,0,0,0,0,"Warrior of the Sun, the Moon, and the Stars"
7008,0,0,0,0,0,0,0,"Warrior of the Sun, the Moon, and the Stars - Nature"
7009,0,0,0,0,0,0,0,"Warrior of the Sun, the Moon, and the Stars - the Altar"
7010,0,0,0,0,0,0,0,"Warrior of the Sun, the Moon, and the Stars - Stars?"
7011,0,0,0,0,0,0,0,"Warrior of the Sun, the Moon, and the Stars"
7012,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7013,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7014,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7015,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7016,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7017,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7018,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7019,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7020,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7021,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7022,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7023,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7024,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7025,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7026,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7027,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7028,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7029,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7030,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7031,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7032,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7033,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7034,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7035,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7036,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7037,0,0,0,0,0,0,0,"Case closed?"
7038,0,0,0,0,0,0,0,"Passion for Baked Sweet Potatoes"
7039,0,0,0,0,0,0,0,"Dodging the conversation"
7040,0,0,0,0,0,0,0,"Dodging the conversation"
7041,0,0,0,0,0,0,0,"Politics is for the Politicians"
7042,0,0,0,0,0,0,0,"Part-time Job - Tatacho's feed"
7043,0,0,0,0,0,0,0,"Part-time Job - Cornus's feed"
7044,0,0,0,0,0,0,0,"Part-time Job - Hillthrion's feed1"
7045,0,0,0,0,0,0,0,"Part-time Job - Hillthrion's feed2"
7046,0,0,0,0,0,0,0,"Part-time Job - warm rugs"
7047,18000,0,0,0,0,0,0,"Part-time Job - Let's call it a day!"
7048,0,0,0,0,0,0,0,"Thanatos Tower - Burled's Favor"
7049,0,0,0,0,0,0,0,"Thanatos Tower - Sealed Tower"
7050,0,0,0,0,0,0,0,"Thanatos Tower - Sealed Tower"
7051,0,0,0,0,0,0,0,"Thanatos Tower - Sealed Tower"
7052,0,0,0,0,0,0,0,"Thanatos Tower - Sealed Tower"
7053,0,0,0,0,0,0,0,"Thanatos Tower - What they want is.."
7054,0,0,0,0,0,0,0,"Myu's Favor - Teach them a lesson!"
7055,0,0,0,0,0,0,0,"Myu's Favor - Not the cat!"
7056,0,0,0,0,0,0,0,"Messenger - Arc's Favor"
7057,0,0,0,0,0,0,0,"Messenger - Arc's Favor"
7058,0,0,0,0,0,0,0,"Messenger - Arc's Favor"
7059,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7060,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7061,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7062,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7063,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7064,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7065,0,0,0,0,0,0,0,"Messenger - Terra's Whereabouts"
7066,0,0,0,0,0,0,0,"Messenger - Prove the Truth"
7067,0,0,0,0,0,0,0,"Messenger - Prove the Truth"
7068,0,0,0,0,0,0,0,"Messenger - Prove the Truth"
7069,0,0,0,0,0,0,0,"Messenger - Too late!"
7070,0,0,0,0,0,0,0,"Messenger - Terra's Return"
7071,0,0,0,0,0,0,0,"Messenger - Invitation"
//7072,0,0,0,0,0,0,0,""
//7073,0,0,0,0,0,0,0,""
7074,0,2017,1,0,0,0,0,"Rata Hunt"
7075,0,2018,1,0,0,0,0,"Duneyrr Hunt"
7076,0,2026,1,0,0,0,0,"Wanted: Dandelion"
7077,0,0,0,0,0,0,0,"Collecting Dragon Eggs"
7078,86400,0,0,0,0,0,0,"Collecting Dragon Eggs"
7079,0,0,0,0,0,0,0,"Finding Refined Bradium"
7080,86400,0,0,0,0,0,0,"Finding Refined Bradium"
7081,0,0,0,0,0,0,0,"Helping the Laphine Craftsman"
7082,86400,0,0,0,0,0,0,"Helping the Laphine Craftsman"
//
8000,0,0,0,0,0,0,0,"Quitting Job Change"
8001,0,0,0,0,0,0,0,"Job Change to Assassin"
8002,0,0,0,0,0,0,0,"Job Change to Assassin"
8003,0,0,0,0,0,0,0,"Job Change to Assassin"
8004,0,0,0,0,0,0,0,"Job Change to Assassin"
8005,0,0,0,0,0,0,0,"Job Change to Assassin"
8006,0,0,0,0,0,0,0,"Find the Guild Master!"
8007,0,0,0,0,0,0,0,"Acceptance from the Guild Master"
8008,0,0,0,0,0,0,0,"Job Change to Assassin"
8009,0,0,0,0,0,0,0,"Applying for Job Change to Priest"
8010,0,0,0,0,0,0,0,"Job Change to Priest"
8011,0,0,0,0,0,0,0,"Job Change to Priest"
8012,0,0,0,0,0,0,0,"Job Change to Priest"
8013,0,0,0,0,0,0,0,"Job Change to Priest"
8014,0,0,0,0,0,0,0,"Job Change to Priest"
8015,0,0,0,0,0,0,0,"Job Change to Priest"
8016,0,0,0,0,0,0,0,"Job Change to Priest"
8017,0,0,0,0,0,0,0,"Factory Inspection"
8018,0,0,0,0,0,0,0,"Factory Inspection"
8019,0,0,0,0,0,0,0,"Factory Inspection"
8020,0,0,0,0,0,0,0,"Factory Inspection"
8021,0,0,0,0,0,0,0,"Factory Inspection"
8022,0,0,0,0,0,0,0,"Factory Inspection"
8023,0,0,0,0,0,0,0,"Factory Inspection"
8024,0,0,0,0,0,0,0,"Factory Inspection"
8025,0,0,0,0,0,0,0,"Factory Inspection"
8026,0,0,0,0,0,0,0,"Factory Inspection"
8027,0,0,0,0,0,0,0,"Factory Inspection"
8028,0,0,0,0,0,0,0,"Factory Inspection"
8029,0,0,0,0,0,0,0,"Factory Inspection"
