//
// Structure of Database:
// GroupID,ItemID,Rate
//
// Cookie Bag
IG_Taming,10008,1	// Punisher
IG_Taming,10009,1	// Wild Flower
IG_Taming,10010,1	// Battered Pot
IG_Taming,10011,1	// Stellar Hairpin
IG_Taming,10012,1	// Tiny Egg Shell
IG_Taming,10013,1	// Backpack
IG_Taming,10014,1	// Rocker Glasses
IG_Taming,10015,1	// Green Lace
IG_Taming,10016,1	// Golden Bell
IG_Taming,10017,1	// Bark Shorts
IG_Taming,10018,1	// Monkey Circlet
IG_Taming,10019,1	// Red Scarf
IG_Taming,10020,1	// Grave Keeper's Sword
IG_Taming,12373,1	// Boy's Pure Heart
IG_Taming,12374,1	// Ice Fireworks
IG_Taming,12395,1	// Tantan Noodle
// Bundle Of Magic Scroll
IG_Scroll,686,1	// Level 3 Earth Spike
IG_Scroll,687,1	// Level 5 Earth Spike
IG_Scroll,688,1	// Level 3 Cold Bolt
IG_Scroll,689,1	// Level 5 Cold Bolt
IG_Scroll,690,1	// Level 3 Fire Bolt
IG_Scroll,691,1	// Level 5 Fire Bolt
IG_Scroll,692,1	// Level 3 Lightening Bolt
IG_Scroll,693,1	// Level 5 Lightening Bolt
IG_Scroll,694,1	// Level 3 Soul Strike
IG_Scroll,695,1	// Level 5 Soul Strike
IG_Scroll,696,1	// Level 1 Fire Ball
IG_Scroll,697,1	// Level 5 Fire Ball
IG_Scroll,698,1	// Level 1 Fire Wall
IG_Scroll,699,1	// Level 5 Fire Wall
IG_Scroll,700,1	// Level 1 Frost Diver
IG_Scroll,12000,1	// Level 5 Frost Diver
IG_Scroll,12001,1	// Level 3 Heal
IG_Scroll,12002,1	// Level 5 Heal
// Random Quiver
IG_Quiver,12004,1	// Quiver
IG_Quiver,12005,1	// Iron Arrow Quiver
IG_Quiver,12006,1	// Steel Arrow Quiver
IG_Quiver,12007,1	// Oridecon Arrow Quiver
IG_Quiver,12008,1	// Fire Arrow Quiver
IG_Quiver,12009,1	// Silver Arrow Quiver
IG_Quiver,12010,1	// Wind Arrow Quiver
IG_Quiver,12011,1	// Stone Arrow Quiver
IG_Quiver,12012,1	// Crystal Arrow Quiver
IG_Quiver,12013,1	// Shadow Arrow Quiver
IG_Quiver,12014,1	// Immaterial Arrow Quiver
IG_Quiver,12015,1	// Rusty Arrow Quiver
IG_Quiver,12183,2	// Holy Arrow Quiver
// Wrapped Mask
IG_Mask,2278,10	// Mr. Smile
IG_Mask,2281,10	// Opera Masque
IG_Mask,2288,10	// Mr. Scream
IG_Mask,2292,10	// Welding Mask
IG_Mask,2297,10	// Goblin Mask
IG_Mask,5005,10	// Gas Mask
IG_Mask,5086,10	// Alarm Mask
IG_Mask,5087,10	// Poker Face
IG_Mask,5088,10	// Surprised Mask
IG_Mask,5089,10	// Annoyed Mask
IG_Mask,5090,10	// Goblin Leader Mask
IG_Mask,5121,1	// Zherlthsh Mask
IG_Mask,5176,2	// Hahoe Mask
// Accessory Box
IG_Accesory,2601,10	// Ring
IG_Accesory,2602,11	// Earring
IG_Accesory,2603,12	// Necklace
IG_Accesory,2604,12	// Glove
IG_Accesory,2605,12	// Brooch
IG_Accesory,2607,12	// Clip
IG_Accesory,2608,14	// Rosary
IG_Accesory,2609,14	// Skull Ring
IG_Accesory,2610,14	// Gold Ring
IG_Accesory,2611,14	// Silver Ring
IG_Accesory,2612,14	// Flower Ring
IG_Accesory,2613,11	// Diamond Ring
IG_Accesory,2615,1	// Safety Ring
IG_Accesory,2616,1	// Critical Ring
IG_Accesory,2617,10	// Celebrant's Mitten
IG_Accesory,2618,11	// Matyr's Leash
IG_Accesory,2619,10	// Bow Thimble
IG_Accesory,2621,1	// Ring
IG_Accesory,2622,1	// Earring
IG_Accesory,2623,10	// Necklace
IG_Accesory,2624,1	// Glove
IG_Accesory,2625,1	// Brooch
IG_Accesory,2626,1	// Rosary
IG_Accesory,2627,10	// Belt
IG_Accesory,2628,14	// Novice Armlet
IG_Accesory,2654,1	// Shinobi Sash
IG_Accesory,2656,1	// Armor Charm
IG_Accesory,2658,10	// Nile Rose
IG_Accesory,2659,2	// Vesper Core 01
IG_Accesory,2660,2	// Vesper Core 02
IG_Accesory,2661,2	// Vesper Core 03
IG_Accesory,2662,2	// Vesper Core 04
IG_Accesory,2671,1	// Bow Thimble
IG_Accesory,2677,1	// Spiritual Ring
IG_Accesory,2680,9	// Ring of Minor Spirits
IG_Accesory,2700,2	// Red Silk of Seal
IG_Accesory,2701,1	// Glove of Orleans
IG_Accesory,2703,1	// Expert Ring
IG_Accesory,2716,1	// Librarian Glove
IG_Accesory,2717,1	// Pocket Watch
IG_Accesory,2718,1	// Lunatic Brooch
IG_Accesory,2719,1	// Iron Wrist
// jewels
IG_Jewel,715,100	// Yellow_Gemstone
IG_Jewel,716,100	// Red_Gemstone
IG_Jewel,717,100	// Blue_Gemstone
IG_Jewel,718,10	// Dark_Red_Jewel
IG_Jewel,719,10	// Violet_Jewel
IG_Jewel,720,10	// Skyblue_Jewel
IG_Jewel,721,10	// Azure_Jewel
IG_Jewel,722,10	// Scarlet_Jewel
IG_Jewel,723,10	// Cardinal_Jewel
IG_Jewel,724,10	// Cardinal_Jewel_
IG_Jewel,725,10	// Red_Jewel
IG_Jewel,726,10	// Blue_Jewel
IG_Jewel,727,10	// White_Jewel
IG_Jewel,728,10	// Golden_Jewel
IG_Jewel,729,10	// Bluish_Green_Jewel 
IG_Jewel,730,5	// Crystal_Jewel
IG_Jewel,731,4	// Crystal_Jewel_
IG_Jewel,732,3	// Crystal_Jewel__
IG_Jewel,733,27	// Crystal_Jewel___
IG_Jewel,746,50	// Glass_Bead
// Egg Boy
IG_EggBoy,514,300	// Grape
IG_EggBoy,564,522	// Rice Ball
IG_EggBoy,660,20	// Forbidden Red Candle
IG_EggBoy,682,100	// Distilled Fighting Spirit
IG_EggBoy,683,50	// Herb of Incantation
IG_EggBoy,2274,5	// Ghost Bandana
IG_EggBoy,5072,2	// Incubus Horn
// Egg Girl
IG_EggGirl,514,300	// Grape
IG_EggGirl,564,522	// Rice Ball
IG_EggGirl,661,20	// Soft Apron
IG_EggGirl,682,100	// Distilled Fighting Spirit
IG_EggGirl,683,50	// Herb of Incantation
IG_EggGirl,5042,5	// Bao Bao
IG_EggGirl,5066,2	// Succubus Horn
// Lotto Box
IG_LottoBox,7391,1	// Lotto Ball 31
IG_LottoBox,7392,1	// Lotto Ball 32
IG_LottoBox,7393,1	// Lotto Ball 33
IG_LottoBox,7394,1	// Lotto Ball 34
IG_LottoBox,7395,1	// Lotto Ball 35
IG_LottoBox,7396,1	// Lotto Ball 36
IG_LottoBox,7397,1	// Lotto Ball 37
IG_LottoBox,7398,1	// Lotto Ball 38
IG_LottoBox,7540,1	// Lotto Ball 39
IG_LottoBox,7541,1	// Lotto Ball 40
// Food Package
IG_FoodBag,512,1	// Apple
IG_FoodBag,513,1	// Banana
IG_FoodBag,514,1	// Grape
IG_FoodBag,515,1	// Carrot
IG_FoodBag,516,1	// Potato
IG_FoodBag,517,1	// Meat
IG_FoodBag,518,1	// Honey
IG_FoodBag,519,1	// Milk
IG_FoodBag,520,1	// Hinalle Leaflet
IG_FoodBag,521,1	// Aloe Leaflet
IG_FoodBag,522,1	// Mastela Fruit
IG_FoodBag,526,1	// Royal Jelly
IG_FoodBag,529,1	// Candy
IG_FoodBag,530,1	// Candy Cane
IG_FoodBag,531,1	// Apple Juice
IG_FoodBag,532,1	// Banana Juice
IG_FoodBag,533,1	// Grape Juice
IG_FoodBag,534,1	// Carrot Juice
IG_FoodBag,536,1	// Ice Cream
IG_FoodBag,538,1	// Well-baked Cookie
IG_FoodBag,539,1	// Piece of Cake
IG_FoodBag,544,1	// Raw Fish
IG_FoodBag,548,1	// Cheese
IG_FoodBag,549,1	// Yam
IG_FoodBag,550,1	// Rice Cake
IG_FoodBag,551,1	// Sushi
IG_FoodBag,553,1	// Bao
IG_FoodBag,554,1	// Mochi
IG_FoodBag,555,1	// Traditional Rice Cake
IG_FoodBag,556,1	// Rice Cake Stick
IG_FoodBag,557,1	// Neatly Sliced Rice Cake
IG_FoodBag,558,1	// Chocolate
IG_FoodBag,559,1	// Hand-made Chocolate
IG_FoodBag,560,1	// Hand-made White Chocolate
IG_FoodBag,561,1	// White Chocolate
IG_FoodBag,564,1	// Rice Ball
IG_FoodBag,566,1	// Tom Yum Goong
IG_FoodBag,567,1	// Shrimp
IG_FoodBag,568,1	// Lemon
IG_FoodBag,576,1	// Prickly Fruit
IG_FoodBag,607,1	// Yggdrasil Berry
IG_FoodBag,608,1	// Yggdrasil Seed
IG_FoodBag,663,1	// Songpyun
IG_FoodBag,669,1	// Rice-Cake Soup
// Potions
IG_Potion,501,1	// Red Potion
IG_Potion,502,1	// Orange Potion
IG_Potion,503,1	// Yellow Potion
IG_Potion,504,1	// White Potion
// Red Box_
IG_RedBox_2,5137,1	// Alice Doll
IG_RedBox_2,5138,9	// Magic Eyes
IG_RedBox_2,5139,10	// Lotus
IG_RedBox_2,5140,10	// Kawaii Ribbon
// Old Bleu Box
IG_BleuBox,519,1	// Milk
IG_BleuBox,538,1	// Well-baked Cookie
IG_BleuBox,644,1	// Gift Box
IG_BleuBox,687,1	// Level 5 Earth Spike
IG_BleuBox,689,1	// Level 5 Cold Bolt
IG_BleuBox,691,1	// Level 5 Fire Bolt
IG_BleuBox,693,1	// Level 5 Lightening Bolt
IG_BleuBox,697,1	// Level 5 Fire Ball
IG_BleuBox,699,1	// Level 5 Fire Wall
IG_BleuBox,12000,1	// Level 5 Frost Diver
IG_BleuBox,12002,1	// Level 5 Heal
// Red Box
IG_RedBox,5099,1	// Neko Mimi
IG_RedBox,5137,11	// Alice Doll
IG_RedBox,5138,11	// Magic Eyes
IG_RedBox,5139,11	// Lotus
IG_RedBox,5140,11	// Kawaii Ribbon
IG_RedBox,5142,11	// Crescent Helm
IG_RedBox,5143,12	// Kabuki Mask
IG_RedBox,5152,1	// Phoenix Crown
IG_RedBox,5181,11	// Helm of Darkness
IG_RedBox,5182,1	// Puppy Hat
IG_RedBox,5183,11	// Nest Hat
IG_RedBox,5185,11	// Laurel Crown
IG_RedBox,5186,11	// Geographer Decoration
IG_RedBox,5187,10	// Twin Ribbon
// Green Box
IG_GreenBox,573,100	// Chocolate Drink
IG_GreenBox,607,99	// Yggdrasil Berry
IG_GreenBox,608,100	// Yggdrasil Seed
IG_GreenBox,5182,1	// Puppy Hat
IG_GreenBox,12018,100	// Firecracker
IG_GreenBox,12075,100	// Steamed Tongue
IG_GreenBox,12080,100	// Dragon Breath Cocktail
IG_GreenBox,12085,100	// Immortal Stew
IG_GreenBox,12090,100	// Steamed Desert Scorpions
IG_GreenBox,12095,100	// Hwergelmir's Tonic
IG_GreenBox,12100,100	// Cooked Nine Tail
// Old Yellow Box
IG_YellowBox,5259,1	// Elephant Hat
IG_YellowBox,5260,1	// Cookie Hat
IG_YellowBox,5261,1	// Silver Tiara
IG_YellowBox,5262,1	// Golden Tiara
// Hometown Gift
IG_HometownGift,663,1	// Korean Rice Cake
IG_HometownGift,12122,1	// Sesame Pastry
IG_HometownGift,12123,1	// Honey Pastry
IG_HometownGift,12124,1	// Rainbow Cake
IG_HometownGift,12195,1	// Plain Rice Cake
IG_HometownGift,12196,1	// Hearty Rice Cake
IG_HometownGift,12197,1	// Salty Rice Cake
IG_HometownGift,12198,1	// Lucky Rice Cake
// Masquerade Ball Box
IG_Masquerade,5296,10	// Drooping Nine Tail
IG_Masquerade,5297,1	// Soul Wing
IG_Masquerade,5298,10	// Dokebi's Wig
IG_Masquerade,5299,10	// Pagdayaw
// Tresure Box WoE
IG_Tresure_Box_WoE,603,6	// Old Blue Box
IG_Tresure_Box_WoE,658,6	// Tribal Solidarity
IG_Tresure_Box_WoE,678,3	// Poison Bottle
IG_Tresure_Box_WoE,732,9	// 3carat Diamond
IG_Tresure_Box_WoE,12010,24	// Wind Arrow Quiver
IG_Tresure_Box_WoE,12011,25	// Stone Arrow Quiver
IG_Tresure_Box_WoE,12012,26	// Crystal Arrow Quiver
IG_Tresure_Box_WoE,12105,12	// Taming Gift Set
IG_Tresure_Box_WoE,12107,2	// Wrapped Mask
IG_Tresure_Box_WoE,12108,9	// Scroll Package
IG_Tresure_Box_WoE,12110,9	// First Aid Kit
IG_Tresure_Box_WoE,12111,36	// Bundle of Food
IG_Tresure_Box_WoE,12130,48	// Cookie Bag
IG_Tresure_Box_WoE,12149,27	// Bullet Casing
IG_Tresure_Box_WoE,12150,27	// Shell of Blood Casing
IG_Tresure_Box_WoE,12151,27	// Silver Bullet Casing
IG_Tresure_Box_WoE,12183,7	// Holy Arrow Quiver
IG_Tresure_Box_WoE,12194,6	// Present from Home
IG_Tresure_Box_WoE,12260,22	// Summer Event Suit
IG_Tresure_Box_WoE,12702,8	// Old Bleu Box
// Masquerade Ball Box2
IG_Masquerade_2,5211,1	// Ribbon Hat
IG_Masquerade_2,5213,13	// Rabbit Ears
IG_Masquerade_2,5289,10	// Vanilmirth Hat
IG_Masquerade_2,5304,10	// Executioner Hood
// Easter Scroll
IG_Easter_Scroll,636,110	// No Recipient
IG_Easter_Scroll,637,110	// Old Broom
IG_Easter_Scroll,638,110	// Silver Knife of Chastity
IG_Easter_Scroll,639,110	// Armlet of Obedience
IG_Easter_Scroll,640,110	// Shining Stone
IG_Easter_Scroll,641,110	// Contracts in Shadow
IG_Easter_Scroll,642,110	// Book of the Devil
IG_Easter_Scroll,643,205	// Pet Incubator
IG_Easter_Scroll,659,110	// Her Heart
IG_Easter_Scroll,2264,1	// Munak Hat
IG_Easter_Scroll,2274,1	// Ghost Bandana
IG_Easter_Scroll,5046,1	// Bongun Hat
IG_Easter_Scroll,5167,1	// Munak Hat [1]
IG_Easter_Scroll,5168,1	// Bongun Hat [1]
// Pierre Treasurebox
IG_Pierre_Treasurebox,603,11	// Old Blue Box
IG_Pierre_Treasurebox,604,3	// Dead Branch
IG_Pierre_Treasurebox,617,5	// Old Purple Box
IG_Pierre_Treasurebox,644,3	// Gift Box
IG_Pierre_Treasurebox,975,3	// Scarlet Dyestuff
IG_Pierre_Treasurebox,976,3	// Lemon Dyestuff
IG_Pierre_Treasurebox,978,3	// Cobaltblue Dyestuff
IG_Pierre_Treasurebox,979,3	// Darkgreen Dyestuff
IG_Pierre_Treasurebox,980,3	// Orange Dyestuff
IG_Pierre_Treasurebox,981,3	// Violet Dyestuff
IG_Pierre_Treasurebox,982,3	// White Dyestuff
IG_Pierre_Treasurebox,983,3	// Black Dyestuff
IG_Pierre_Treasurebox,7289,3	// Peridot
IG_Pierre_Treasurebox,7290,3	// Phlogopite
IG_Pierre_Treasurebox,7291,3	// Agate
IG_Pierre_Treasurebox,7292,3	// Muscovite
IG_Pierre_Treasurebox,7293,3	// Rose Quartz
IG_Pierre_Treasurebox,7294,3	// Turquoise
IG_Pierre_Treasurebox,7295,3	// Citrin
IG_Pierre_Treasurebox,7296,3	// Pyroxene
IG_Pierre_Treasurebox,7297,3	// Biotite
IG_Pierre_Treasurebox,12018,3	// Firecracker
IG_Pierre_Treasurebox,12075,3	// Steamed Tongue
IG_Pierre_Treasurebox,12085,3	// Immortal Stew
IG_Pierre_Treasurebox,12090,3	// Steamed Desert Scorpions
IG_Pierre_Treasurebox,12095,3	// Hwergelmir's Tonic
IG_Pierre_Treasurebox,12100,3	// Cooked Nine Tail
IG_Pierre_Treasurebox,12103,1	// Bloody Branch
// Cherish Box
IG_Cherish_Box,5454,1	// Puppy Hat
IG_Cherish_Box,5455,4	// Decorative Geographer
IG_Cherish_Box,5456,5	// Summer Hat
// Cherish Box Ori
IG_Cherish_Box_Ori,2712,3	// Collector's Edition Book
IG_Cherish_Box_Ori,5212,2	// Solar Panels
IG_Cherish_Box_Ori,5256,1	// Valkyrie Feather Band
IG_Cherish_Box_Ori,5305,2	// Pirate Dagger
IG_Cherish_Box_Ori,5332,2	// Loki Mask
// Louise_Costume_Box
IG_Louise_Costume_Box,12132,18	// Red_Bag
IG_Louise_Costume_Box,12260,2	// Cool_Summer_Outfit
// Xmas_Gift
IG_Xmas_Gift,559,18	// Light_Orange_Pot
IG_Xmas_Gift,560,18	// HandMade_Chocolate_
IG_Xmas_Gift,573,18	// Chocolate_Drink
IG_Xmas_Gift,603,24	// Old_Blue_Box
IG_Xmas_Gift,644,66	// Gift_Box
IG_Xmas_Gift,732,12	// Crystal_Jewel__
IG_Xmas_Gift,5136,12	// Santa's_Hat_
IG_Xmas_Gift,12016,12	// Speed_Up_Potion
IG_Xmas_Gift,12017,12	// Slow_Down_Potion
IG_Xmas_Gift,12105,6	// Set_Of_Taiming_Item
IG_Xmas_Gift,12107,6	// Wrapped_Mask
IG_Xmas_Gift,12108,12	// Bundle_Of_Magic_Scroll
IG_Xmas_Gift,12110,12	// First_Aid_Kit
IG_Xmas_Gift,12130,12	// Cookie_Bag
IG_Xmas_Gift,12132,6	// Red_Bag
IG_Xmas_Gift,12354,24	// Buche_De_Noel
IG_Xmas_Gift,12702,36	// Old_Bleu_Box
IG_Xmas_Gift,14546,6	// Fire_Cracker_Love
IG_Xmas_Gift,14550,6	// Fire_Cracker_Xmas
