// Quest ID,Time Limit,Target1,Val1,Target2,Val2,Target3,Val3,MobID1,NameID1,Rate1,MobID2,NameID2,Rate2,MobID3,NameID3,Rate3,Quest Title
//  iRO Bounty Board Quests.
62623,0,1040,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Golem"
62624,0,1278,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Stalactic Golem"
62625,0,1148,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Medusa"
62644,0,1010,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Willow"
62645,0,1013,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Wolf"
62646,0,1026,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Munak"
62647,0,1188,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Bongun"
62648,0,1170,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Sohee"
62649,0,1110,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Dokebi"
62650,0,1180,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Nine Tail"
62660,0,1011,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Chonchon"
62661,0,1012,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Roda Frog"
62662,0,1020,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Mandragora"
62663,0,1094,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Ambernite"
62664,0,1018,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Creamy"
62665,0,1103,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Caramel"
62666,0,1128,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Horn"
62667,0,1077,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Poison Spore"
62668,0,1023,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Orc Warrior"
62669,0,1273,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Orc Lady"
62670,0,1122,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Knife Goblin"
62671,0,1258,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Goblin Archer"
62672,0,1036,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Ghoul"
62673,0,1130,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Jakk"
62674,0,1061,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Nightmare"
62675,0,1109,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Deviruchi"
62676,0,1143,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Marionette"
62677,0,1192,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Wraith"
62678,0,1198,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Dark Priest"
62679,0,1253,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Gargoyle"
62680,0,1156,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Flying Petite"
62681,0,1155,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Ground Petite"
62682,0,1117,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Evil Druid"
62683,0,1263,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Wind Ghost"
62684,0,1267,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Carat"
62685,0,1208,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Wanderer"
62686,0,1207,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Sting"
62687,0,1194,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Arclouse"
62688,0,1163,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Raydric"
62689,0,1132,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Khalitzburg"
62690,0,1206,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Anolian"
62691,0,1371,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board False Angel"
62692,0,1390,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Violy"
62693,0,1292,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Mini Demon"
62710,0,1385,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Ground Deleter"
62711,0,1384,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Flying Deleter"
62712,0,1379,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Nightmare Terror"
62713,0,1676,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Purple Venatu"
62714,0,1677,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Green Venatu"
62715,0,1678,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Orange Venatu"
62716,0,1679,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Blue Venatu"
62717,0,1365,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Apocalypse"
62722,0,1004,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Hornet"
62723,0,1012,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Roda Frog"
62724,0,1052,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Rocker"
62725,0,1167,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Savage Babe"
62726,0,1048,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Thief Bug Egg"
62727,0,1051,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Thief Bug"
62728,0,1175,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Tarou"
62729,0,1174,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Stainer"
62730,0,1019,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Peco Peco"
62731,0,1104,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Coco"
62732,0,1057,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Yoyo"
62733,0,1053,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Female Thief Bug"
62734,0,1054,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Male Thief Bug"
62735,0,1031,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Poporing"
62736,0,1033,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Elder Willow"
62737,0,1100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Argos"
62738,0,1494,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Beetle King"
62739,0,1166,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Savage"
62740,0,1380,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Driller"
62741,0,1035,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Hunter Fly"
62742,0,1139,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Mantis"
62743,0,1037,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Sidewinder"
62744,0,1099,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Argiope"
62745,0,1613,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Metaling"
62746,0,1162,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Rafflesia"
62747,0,1215,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Stem Worm"
62748,0,1692,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Breeze"
62749,0,1627,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Anopheles"
62750,0,1133,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Axe Kobold"
62751,0,1134,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Hammer Kobold"
62752,0,1135,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Mace Kobold"
62753,0,1282,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Kobold Archer"
62754,0,1682,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Remover"
62755,0,1657,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Laurell Weinder"
62756,0,1655,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Errende Ebecee"
62757,0,1654,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Armeyer Dinze"
62758,0,1653,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Wickbine Tres"
62759,0,1656,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Kavach Icarus"
62760,0,1652,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Egnigem Cenia"
62761,0,1639,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Kathryne Keyron"
62762,0,1637,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Margaretha Sorin"
62763,0,1638,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Cecil Damon"
62764,0,1635,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Eremes Guile"
62765,0,1634,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Seyren Windsor"
62766,0,1636,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Howard Alt-Eisen"
62767,0,2227,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Trentini"
62768,0,2223,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Celia Alde"
62769,0,2226,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Alphoccio"
62770,0,2225,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Gertie"
62771,0,2224,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Chen Lio"
62772,0,2222,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Flamel Emure"
62773,0,2221,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Randel Lawrence"
62789,0,1715,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Red Novus"
62790,0,1718,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Yellow Novus"
62791,0,1699,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Ancient Mimic"
62792,0,1698,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Death Word"
62793,0,1714,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Ferus (Red)"
62794,0,1717,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Ferus (Green)"
62795,0,1752,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Skogul"
62796,0,1753,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Frus"
62797,0,1128,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Horn"
62798,0,1716,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Blue Acidus"
62799,0,1713,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Gold Acidus"
62802,0,2085,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Antler Scaraba"
62803,0,2084,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Horn Scaraba"
62804,0,2086,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Rake Horn Scaraba"
62805,0,2083,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Uni-Horn Scaraba"
62806,0,1995,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Pinguicula"
62807,0,2015,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Dark Pinguicula"
62808,0,1988,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Nepenthes"
62809,0,1118,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Flora"
62810,0,1104,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Coco"
62811,0,1056,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Smokie"
62812,0,1145,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Martin"
62813,0,1033,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Elder Willow"
62814,0,1028,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Soldier Skeleton"
62815,0,1310,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Majoruros"
62816,0,1063,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Lunatic"
62817,0,1094,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Ambernite"
62818,0,1055,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Muka"
62819,0,1138,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Magnolia"
62820,0,1169,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Skel Worker"
62821,0,2137,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Miming"
62822,0,2136,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Little Fatum"
62823,0,2365,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Cenere"
62824,0,2363,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Menblatt"
62825,0,2364,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Petal"
62826,0,2133,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Angra Mantis"
62827,0,2366,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Antique Book"
62828,0,2368,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Yellow Lichtern"
62829,0,2367,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Blue Lichtern"
62830,0,2369,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Red Lichtern"
62831,0,2370,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Green Lichtern"
62890,0,2479,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Cursed Box"
62891,0,2478,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Cursed Book"
62892,0,2917,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Big Bell"
62893,0,2916,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Big Ben"
62894,0,2919,150,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bounty Board Neo Punk"
