3760,PHANTOM,PHANTOM,PHANTOM,98,135000,0,200000,0,1,497,1697,10,74,1,5,77,99,250,39,15,15,1,7,68,102774421,180,76,384,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,BAKONAWA_3,Bakonawa,Bakonawa,156,100000000,1,2510111,2345151,10,9600,5000,378,0,251,134,30,194,237,66,15,15,2,9,81,102760580,2000,440,672,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,EMPELIUM_C,Emperium,Emperium,90,68430,0,0,0,1,60,71,40,50,1,17,80,50,26,20,15,15,0,8,26,102760448,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,T_PLASMA_B,Plasma,Plasma,44,8200,0,0,0,3,300,700,0,30,1,30,5,73,90,30,15,15,0,0,81,288,150,608,1440,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,T_PLASMA_P,Plasma,Plasma,49,5900,0,0,0,3,300,700,0,30,1,30,5,54,90,30,15,15,0,0,87,288,150,608,1440,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25001,G_RANDGRIS,Fallen Angel,Fallen Angel,99,333333,0,0,0,3,5560,9980,25,42,100,120,80,120,220,210,15,15,2,8,86,102774421,100,576,576,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25002,KASA,Infernal Vulture,Infernal Vulture,85,66666,0,0,0,2,3030,3500,23,70,45,110,31,200,140,30,15,15,2,0,63,102774421,150,800,600,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25003,IMP,Infernal Imp,Infernal Imp,76,66666,0,0,0,1,1059,1509,27,50,37,76,30,150,99,10,15,15,0,6,63,33567381,150,824,432,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25004,ENTWEIHEN,Guardian,Guardian,90,66666,0,0,0,12,32000,40000,44,66,1,70,40,250,220,30,15,15,1,6,87,102760580,0,140,540,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000,LOTF,Lord of the Fallen,Lord of the Fallen,156,666666,1,66666,0,10,9600,5000,378,0,251,134,30,194,237,66,15,15,2,9,81,102760580,2000,440,672,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25005,TREASURE_BOX28,Loot Chest,Loot Chest,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,20,102760448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25006,4_M_DIEMAN,Dead Body,Dead Body,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,102760448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25116,Chibcha,Chibcha,Chibcha,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,19,10,250,1,12,11,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25162,Leggy_Tadpole,Leggy_Tadpole,Leggy_Tadpole,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,18,10,250,1,11,8,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3038,HOLLOW_PORING,Hollow Poring,Hollow Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,15,15,1,3,21,131,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3700,Mani,Mani,Mani,180,1000000,5000,0,0,2,16000,5000,90,90,150,150,150,150,150,150,15,15,2,6,48,2949,180,220,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3701,Wolf Demon,Wolf Demon,Wolf Demon,80,95000,50,0,0,2,5200,2000,15,20,80,53,20,55,65,20,15,15,2,2,47,2949,90,280,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3702,Mercenary Merchant,Mercenary Merchant,Mercenary Merchant,35,5200,50,0,0,2,1800,600,40,12,60,30,20,10,50,90,15,15,1,7,40,2949,120,570,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3703,Master Mercenary,Master Mercenary,Master Mercenary,70,16020,50,0,0,2,4200,1200,30,40,99,20,20,15,16,1,15,15,1,7,40,2949,120,480,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,Monmouth,Monmouth,Monmouth,102,920000,5000,0,0,2,22000,7000,80,25,200,20,99,10,75,10,15,15,1,9,42,2949,120,720,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3705,Member of the Family,Member of the Family,Member of the Family,35,4800,250,0,0,2,1200,200,30,20,65,30,20,12,56,80,15,15,1,7,20,2949,120,560,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3706,Franky,Franky,Franky,80,130520,500,0,0,2,13000,5000,80,20,75,35,20,50,99,120,15,15,1,7,40,2949,120,480,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3707,Franky's Brother,Franky's Brother,Franky's Brother,90,80000,400,0,0,2,6200,1000,50,20,80,50,50,10,80,120,15,15,1,7,40,2949,150,570,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,Franky's Mother,Franky's Mother,Franky's Mother,98,120000,400,0,0,2,7500,3200,20,35,85,20,20,20,53,99,15,15,1,7,40,2949,120,620,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3709,Franky's Cousin,Franky's Cousin,Franky's Cousin,99,75000,3000,0,0,2,5600,2300,80,0,75,30,50,50,20,10,15,15,1,7,40,2949,120,460,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3710,Franky's Uncle,Franky's Uncle,Franky's Uncle,90,130000,50,0,0,2,8000,5000,30,45,99,50,99,55,30,20,15,15,1,7,60,2949,120,390,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3762,BOAT,BOAT,BOAT,90,100000,0,0,0,1,60,71,40,50,1,17,80,50,26,20,15,15,0,8,26,288,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3763,ARCHER_GUARDIAN2,Archer Guardian,Archer Guardian,110,120000,0,1,1,12,1120,1600,35,60,95,80,80,90,165,55,15,15,2,7,80,8357,265,1200,1200,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3764,KNIGHT_GUARDIAN2,Knight Guardian,Knight Guardian,160,130000,0,1,1,2,1280,1560,55,30,110,40,140,65,125,65,15,15,2,7,80,8357,275,1200,1200,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3765,SOLDIER_GUARDIAN2,Soldier Guardian,Soldier Guardian,100,115000,0,1,1,1,873,1036,35,0,85,56,100,45,103,43,15,15,0,4,22,8613,265,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3768,TREASURE_BOX52,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,15,15,0,0,20,288,0,0,0,0,0,0,0,0,0,0,0,607,80,608,500,616,10000,969,4850,2115,7275,2357,1500,2421,75,2524,8,0,0,0,0
3767,TREASURE_BOX51,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,15,15,0,0,20,288,0,0,0,0,0,0,0,0,0,0,0,607,80,608,500,616,10000,7444,4850,2114,7275,2353,1500,2418,75,2516,8,0,0,0,0
3766,TREASURE_BOX50,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,15,15,0,0,20,288,0,0,0,0,0,0,0,0,0,0,0,607,80,608,500,616,10000,732,4850,2104,7275,2315,1500,2404,75,2504,8,0,0,0,0
1900,Carleton,Carleton,Carleton,25,600,0,0,0,2,100,150,5,1,10,20,1,1,22,1,15,15,1,7,40,653,180,570,2040,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25181,Mud_Bigfoot,Mud_Bigfoot,Mud_Bigfoot,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,22,10,250,1,8,11,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25180,Moss_Moth,Moss_Moth,Moss_Moth,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,26,10,250,1,11,12,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25179,Monkeya,Monkeya,Monkeya,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,13,10,250,1,10,11,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25178,Mingo,Mingo,Mingo,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,20,10,250,1,10,12,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25177,Merrow,Merrow,Merrow,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,29,10,250,1,8,12,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25176,Merman_Ale,Merman_Ale,Merman_Ale,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,15,10,250,1,9,8,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25175,Merman_Aku,Merman_Aku,Merman_Aku,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,18,10,250,1,9,11,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25174,Mermaid_Little,Mermaid_Little,Mermaid_Little,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,13,10,250,1,9,10,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25173,Master_Mong,Master_Mong,Master_Mong,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,26,10,250,1,8,8,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25172,Master_Foe,Master_Foe,Master_Foe,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,16,10,250,1,11,11,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25171,Maro_Toy,Maro_Toy,Maro_Toy,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,15,10,250,1,9,12,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25170,Marie_Toy,Marie_Toy,Marie_Toy,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,15,10,250,1,9,10,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25169,Mandragora_,Mandragora_,Mandragora_,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,22,10,250,1,11,9,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25168,Maiden_Ghost,Maiden_Ghost,Maiden_Ghost,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,13,10,250,1,8,11,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25167,Madame_Chiffon,Madame_Chiffon,Madame_Chiffon,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,12,10,250,1,9,11,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25166,Lotus_Wormhole,Lotus_Wormhole,Lotus_Wormhole,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,10,10,250,1,12,12,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25165,Little_Cora,Little_Cora,Little_Cora,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,26,10,250,1,11,10,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25164,Lima,Lima,Lima,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,26,10,250,1,11,8,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25163,Leviathan,Leviathan,Leviathan,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,22,10,250,1,9,8,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25161,Leaf_Bird,Leaf_Bird,Leaf_Bird,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,24,10,250,1,11,10,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25160,Leader_Toy,Leader_Toy,Leader_Toy,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,23,10,250,1,9,11,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25159,Larva,Larva,Larva,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,11,10,250,1,11,8,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25158,Koom,Koom,Koom,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,21,10,250,1,9,10,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25157,Kokebi,Kokebi,Kokebi,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,21,10,250,1,11,11,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25156,Keeper,Keeper,Keeper,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,12,10,250,1,10,11,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25155,Kaboom,Kaboom,Kaboom,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,28,10,250,1,8,10,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25154,Joker_,Joker_,Joker_,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,11,10,250,1,12,12,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25153,Jellyfish,Jellyfish,Jellyfish,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,25,10,250,1,8,9,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25152,Ironclad_Turtle,Ironclad_Turtle,Ironclad_Turtle,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,17,10,250,1,11,8,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25151,Inky_Muck,Inky_Muck,Inky_Muck,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,25,10,250,1,12,8,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25149,Halli,Halli,Halli,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,20,10,250,1,9,11,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25148,Guiana,Guiana,Guiana,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,16,10,250,1,8,12,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25147,Goma,Goma,Goma,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,12,10,250,1,11,11,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25146,Golden_Mole,Golden_Mole,Golden_Mole,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,21,10,250,1,10,11,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25145,Ghost_Book,Ghost_Book,Ghost_Book,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,18,10,250,1,8,10,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25144,Gentle_Sting,Gentle_Sting,Gentle_Sting,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,19,10,250,1,9,10,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25143,Frozen_Corpse,Frozen_Corpse,Frozen_Corpse,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,29,10,250,1,8,10,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25142,Fossil_Soldier,Fossil_Soldier,Fossil_Soldier,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,15,10,250,1,12,11,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25141,Forest_Wasp,Forest_Wasp,Forest_Wasp,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,23,10,250,1,11,12,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25140,Forest_Tickler,Forest_Tickler,Forest_Tickler,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,18,10,250,1,11,12,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25139,Forest_Mantis,Forest_Mantis,Forest_Mantis,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,12,10,250,1,12,9,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25138,Flat_Salamander,Flat_Salamander,Flat_Salamander,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,16,10,250,1,11,9,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25137,fire_poring,fire_poring,fire_poring,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,16,10,250,1,9,8,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25136,Fire_Moth,Fire_Moth,Fire_Moth,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,20,10,250,1,10,9,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25135,Fanta_Slime,Fanta_Slime,Fanta_Slime,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,24,10,250,1,10,8,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25134,Fanta_Fish,Fanta_Fish,Fanta_Fish,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,30,10,250,1,12,9,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25133,Fan_Lizard,Fan_Lizard,Fan_Lizard,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,27,10,250,1,11,11,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25132,Fabilsag,Fabilsag,Fabilsag,10,9999,2000,9999,9999,1,1000,500,15,15,65,20,13,10,250,1,8,8,0,0,20,102774421,150,300,286,340,0,0,0,0,0,0,0,0,607,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
