//===== rAthena Script =======================================
//= Lighthalzen Dungeon(Biolabs) Monster Spawn Script
//===== By: ==================================================
//= The Prometheus Project, rAthena Dev Team
//===== Current Version: =====================================
//= 1.8
//===== Compatible With: =====================================
//= rAthena Project
//===== Additional Comments: =================================
//= 08/24/05 : Added 1st version. [Muad_Dib]
//= 1.1 Some corrections to level 1, 2 as pointed out by
//=     MasterofMuppets. [Skotlex]
//= 1.3 Some fixes based on kRO's "RO Map" [Poki#3]
//=     I also made the place more Moby ^^
//= 1.4 Adjusted spawns according to own info from iRO [MasterOfMuppets]
//= 1.5 More accurate spawn numbers and iRO names thanks to Tharis [Playtester]
//= 1.6 Official X.3 spawns [Playtester]
//= 1.7 Corrected MVP spawn function to be standard to iRO. [L0ne_W0lf]
//=	- A random 99 will now be spawned when the MVP spawns.
//=	- Spare spawn and MVP spawn now spawn in official locations.
//=	- Expandeded timer to allow for varying spawn times.
//= 1.7a Added dummy event to keep from causnig warnings. [L0ne_W0lf]
//= 1.8 Corrected MVP spawn variance (Labs2 MVP). [L0ne_W0lf]
//============================================================

//========================================================================================
// lhz_dun01 - Bio-life Labs 1F
//========================================================================================
lhz_dun01,0,0	monster	Metaling	1613,50
lhz_dun03,54,131,35,39	monster	Cecil Damon	1638,5,120000,60000
lhz_dun03,54,131,35,39	monster	Kathryne Keyron	1639,5,120000,60000

lhz_dun03,228,137,35,39	monster	Seyren Windsor	1634,5,180000,120000
lhz_dun03,228,137,35,39	monster	Eremes Guile	1635,5,180000,120000
lhz_dun03,228,137,35,39	monster	Howard Alt-Eisen	1636,5,180000,120000
lhz_dun03,228,137,35,39	monster	Margaretha Sorin	1637,5,180000,120000
lhz_dun03,228,137,35,39	monster	Cecil Damon	1638,5,120000,60000
lhz_dun03,228,137,35,39	monster	Kathryne Keyron	1639,5,120000,60000

lhz_dun03,138,138,36,34	monster	Seyren Windsor	1634,3,120000,60000
lhz_dun03,138,138,36,34	monster	Eremes Guile	1635,3,120000,60000
lhz_dun03,138,138,36,34	monster	Howard Alt-Eisen	1636,3,120000,60000
lhz_dun03,138,138,36,34	monster	Margaretha Sorin	1637,3,180000,120000
lhz_dun03,138,138,36,34	monster	Cecil Damon	1638,4
lhz_dun03,138,138,36,34	monster	Kathryne Keyron	1639,4

lhz_dun03,140,192,66,21	monster	Seyren Windsor	1634,7,120000,60000
lhz_dun03,140,192,66,21	monster	Eremes Guile	1635,7,180000,120000
lhz_dun03,140,192,66,21	monster	Howard Alt-Eisen	1636,7,120000,60000
lhz_dun03,140,192,66,21	monster	Margaretha Sorin	1637,7,180000,120000
lhz_dun03,140,192,66,21	monster	Cecil Damon	1638,7,120000,60000
lhz_dun03,140,192,66,21	monster	Kathryne Keyron	1639,7,120000,60000

lhz_dun03,89,164,4,8	monster	Kathryne Keyron	1639,1,120000,60000
lhz_dun03,89,164,4,8	monster	Cecil Damon	1638,3,120000,60000
lhz_dun03,107,167,4,5	monster	Kathryne Keyron	1639,1,120000,60000
lhz_dun03,107,167,4,5	monster	Cecil Damon	1638,3,120000,60000
lhz_dun03,171,167,4,5	monster	Kathryne Keyron	1639,1,120000,60000
lhz_dun03,171,167,4,5	monster	Cecil Damon	1638,3,120000,60000
lhz_dun03,189,164,4,8	monster	Kathryne Keyron	1639,1,120000,60000
lhz_dun03,189,164,4,8	monster	Cecil Damon	1638,3,120000,60000
lhz_dun03,89,113,4,9	monster	Kathryne Keyron	1639,1,120000,60000
lhz_dun03,89,113,4,9	monster	Cecil Damon	1638,3,120000,60000
lhz_dun03,107,109,4,5	monster	Kathryne Keyron	1639,1,120000,60000
lhz_dun03,107,109,4,5	monster	Cecil Damon	1638,3,120000,60000
lhz_dun03,171,109,4,5	monster	Kathryne Keyron	1639,1,120000,60000
lhz_dun03,171,109,4,5	monster	Cecil Damon	1638,3,120000,60000
lhz_dun03,189,113,4,9	monster	Kathryne Keyron	1639,1,120000,60000
lhz_dun03,189,113,4,9	monster	Cecil Damon	1638,3,120000,60000

lhz_dun03,96,164,13,8	monster	Seyren Windsor	1634,2,300000,120000
lhz_dun03,96,164,13,8	monster	Eremes Guile	1635,2,300000,120000
lhz_dun03,96,164,13,8	monster	Margaretha Sorin	1637,2,300000,120000
lhz_dun03,96,164,13,8	monster	Cecil Damon	1638,5
lhz_dun03,96,164,13,8	monster	Kathryne Keyron	1639,3
lhz_dun03,180,164,13,8	monster	Seyren Windsor	1634,2,300000,120000
lhz_dun03,180,164,13,8	monster	Howard Alt-Eisen	1636,2,300000,120000
lhz_dun03,180,164,13,8	monster	Margaretha Sorin	1637,2,300000,120000
lhz_dun03,180,164,13,8	monster	Cecil Damon	1638,5
lhz_dun03,180,164,13,8	monster	Kathryne Keyron	1639,3
lhz_dun03,98,113,13,9	monster	Seyren Windsor	1634,2,300000,120000
lhz_dun03,98,113,13,9	monster	Eremes Guile	1635,2,300000,120000
lhz_dun03,98,113,13,9	monster	Howard Alt-Eisen	1636,2,300000,120000
lhz_dun03,98,113,13,9	monster	Cecil Damon	1638,5
lhz_dun03,98,113,13,9	monster	Kathryne Keyron	1639,3
lhz_dun03,180,113,13,9	monster	Eremes Guile	1635,2,300000,120000
lhz_dun03,180,113,13,9	monster	Howard Alt-Eisen	1636,2,300000,120000
lhz_dun03,180,113,13,9	monster	Margaretha Sorin	1637,2,300000,120000
lhz_dun03,180,113,13,9	monster	Cecil Damon	1638,5
lhz_dun03,180,113,13,9	monster	Kathryne Keyron	1639,3

lhz_dun03,114,138,12,16	monster	Lord Knight Seyren	1640,1,2700000,2400000
lhz_dun03,163,138,12,16	monster	Whitesmith Howard	1642,1,3000000,2700000
lhz_dun03,139,158,20,11	monster	Assassin Cross Eremes	1641,1,2580000,2340000
lhz_dun03,139,117,20,11	monster	Sniper Cecil	1644,1,2700000,2500000
lhz_dun03,138,138,36,34	monster	High Priest Margaretha	1643,1,3300000,3000000
lhz_dun03,138,138,36,34	monster	High Wizard Kathryne	1645,1,2580000,2460000

lhz_dun03,2,2,0	script	summon_boss_lt	-1,{
OnInit:
	initnpctimer;
	end;

OnTimer6000000:
	if (rand(1,6) == 1) {
		donpcevent "summon_boss_lt::OnSummon";
		stopnpctimer;
	}
	end;

OnTimer6300000:
	if (rand(1,6) == 2) {
		donpcevent "summon_boss_lt::OnSummon";
		stopnpctimer;
	}
	end;

OnTimer6600000:
	if (rand(1,6) == 3) {
		donpcevent "summon_boss_lt::OnSummon";
		stopnpctimer;
	}
	end;

OnTimer6900000:
	if (rand(1,6) == 4) {
		donpcevent "summon_boss_lt::OnSummon";
		stopnpctimer;
	}
	end;

OnTimer7200000:
	if (rand(1,6) == 5) {
		donpcevent "summon_boss_lt::OnSummon";
		stopnpctimer;
	}
	end;

OnTimer7500000:
	if (rand(1,6) == 6) {
		donpcevent "summon_boss_lt::OnSummon";
		stopnpctimer;
	}
	end;

OnTimer7800000:
	donpcevent "summon_boss_lt::OnSummon";
	stopnpctimer;
	end;

OnSummon:
	// Select Coordinates to summon a random MVP on
	switch(rand(1,6)) {
	case 1: set .@x,140;	set .@y,232;	break;
	case 2: set .@x,75;	set .@y,138;	break;
	case 3: set .@x,140;	set .@y,87;		break;
	case 4: set .@x,205;	set .@y,140;	break;
	case 5: set .@x,123;	set .@y,137;	break;
	case 6: set .@x,175;	set .@y,137;	break;
	}
	set .@mob,rand(1646,1651);
	monster "lhz_dun03",.@x,.@y,strmobinfo(1,.@mob),.@mob,1,"summon_boss_lt::OnLhzMvPDead";

	// Select Coordinates to summon a random 99 on
	switch(rand(1,6)) {
	case 1: set .@x2,183;	set .@y2,97;	break;
	case 2: set .@x2,97;	set .@y2,96;	break;
	case 3: set .@x2,47;	set .@y2,139;	break;
	case 4: set .@x2,231;	set .@y2,140;	break;
	case 5: set .@x2,139;	set .@y2,211;	break;
	case 6: set .@x2,139;	set .@y2,259;	break;
	}
	set .@mob2,rand(1640,1645);
	monster "lhz_dun03",.@x2,.@y2,strmobinfo(1,.@mob2),.@mob2,1,"summon_boss_lt::OnMy99Dead";
	end;

OnLhzMvPDead:
	killmonster "lhz_dun03","summon_boss_lt::OnMy99Dead";
	initnpctimer;
	end;

//Required to keep from erroring
OnMy99Dead:
	end;
}
