// Dead Branch Summonable Monsters Database
//
// Structure of Database:
// MOB_<random group>,MobID,Rate

MOB_DEADBRANCH,1076,357142
MOB_DEADBRANCH,1077,357142
MOB_DEADBRANCH,1078,71428
MOB_DEADBRANCH,1079,71428
MOB_DEADBRANCH,1080,71428
MOB_DEADBRANCH,1081,71428
MOB_DEADBRANCH,1082,71428
MOB_DEADBRANCH,1083,71428
MOB_DEADBRANCH,1084,71428
MOB_DEADBRANCH,1085,71428
MOB_DEADBRANCH,1088,71428
MOB_DEADBRANCH,1089,71428
MOB_DEADBRANCH,1090,71428
MOB_DEADBRANCH,1091,71428
MOB_DEADBRANCH,1092,71428
MOB_DEADBRANCH,1093,71428
MOB_DEADBRANCH,1094,357142
MOB_DEADBRANCH,1095,357142
MOB_DEADBRANCH,1096,71428
MOB_DEADBRANCH,1097,71428
MOB_DEADBRANCH,1098,71428
MOB_DEADBRANCH,1099,71428
MOB_DEADBRANCH,1100,214285
MOB_DEADBRANCH,1101,71428
MOB_DEADBRANCH,1102,71428
MOB_DEADBRANCH,1103,214285
MOB_DEADBRANCH,1104,357142
MOB_DEADBRANCH,1105,357142
MOB_DEADBRANCH,1106,214285
MOB_DEADBRANCH,1107,71428
MOB_DEADBRANCH,1108,71428
MOB_DEADBRANCH,1109,71428
MOB_DEADBRANCH,1110,214285
MOB_DEADBRANCH,1111,214285
MOB_DEADBRANCH,1113,357142
MOB_DEADBRANCH,1114,214285
MOB_DEADBRANCH,1116,214285
MOB_DEADBRANCH,1117,71428
MOB_DEADBRANCH,1118,214285
MOB_DEADBRANCH,1119,214285
MOB_DEADBRANCH,1120,71428
MOB_DEADBRANCH,1121,214285
MOB_DEADBRANCH,1122,214285
MOB_DEADBRANCH,1123,214285
MOB_DEADBRANCH,1124,214285
MOB_DEADBRANCH,1125,214285
MOB_DEADBRANCH,1126,214285
MOB_DEADBRANCH,1127,214285
MOB_DEADBRANCH,1128,357142
MOB_DEADBRANCH,1129,214285
MOB_DEADBRANCH,1130,214285
MOB_DEADBRANCH,1131,71428
MOB_DEADBRANCH,1132,71428
MOB_DEADBRANCH,1133,214285
MOB_DEADBRANCH,1134,214285
MOB_DEADBRANCH,1135,214285
MOB_DEADBRANCH,1138,214285
MOB_DEADBRANCH,1139,214285
MOB_DEADBRANCH,1140,214285
MOB_DEADBRANCH,1141,214285
MOB_DEADBRANCH,1142,214285
MOB_DEADBRANCH,1143,71428
MOB_DEADBRANCH,1144,214285
MOB_DEADBRANCH,1145,357142
MOB_DEADBRANCH,1146,214285
MOB_DEADBRANCH,1148,71428
MOB_DEADBRANCH,1149,71428
MOB_DEADBRANCH,1151,214285
MOB_DEADBRANCH,1152,214285
MOB_DEADBRANCH,1153,214285
MOB_DEADBRANCH,1154,71428
MOB_DEADBRANCH,1155,71428
MOB_DEADBRANCH,1156,71428
MOB_DEADBRANCH,1158,214285
MOB_DEADBRANCH,1160,357142
MOB_DEADBRANCH,1161,357142
MOB_DEADBRANCH,1163,71428
MOB_DEADBRANCH,1164,214285
MOB_DEADBRANCH,1165,214285
MOB_DEADBRANCH,1166,214285
MOB_DEADBRANCH,1167,357142
MOB_DEADBRANCH,1169,214285
MOB_DEADBRANCH,1170,214285
MOB_DEADBRANCH,1174,357142
MOB_DEADBRANCH,1175,357142
MOB_DEADBRANCH,1176,214285
MOB_DEADBRANCH,1177,214285
MOB_DEADBRANCH,1178,214285
MOB_DEADBRANCH,1179,71428
MOB_DEADBRANCH,1180,71428
MOB_DEADBRANCH,1182,71428
MOB_DEADBRANCH,1185,71428
MOB_DEADBRANCH,1186,71428
MOB_DEADBRANCH,1188,214285
MOB_DEADBRANCH,1189,71428
MOB_DEADBRANCH,1191,71428
MOB_DEADBRANCH,1192,71428
MOB_DEADBRANCH,1193,71428
MOB_DEADBRANCH,1194,71428
MOB_DEADBRANCH,1195,71428
MOB_DEADBRANCH,1196,71428
MOB_DEADBRANCH,1197,71428
MOB_DEADBRANCH,1199,71428
MOB_DEADBRANCH,1200,71428
MOB_DEADBRANCH,1201,71428
MOB_DEADBRANCH,1202,71428
MOB_DEADBRANCH,1203,71428
MOB_DEADBRANCH,1204,71428
MOB_DEADBRANCH,1205,71428
MOB_DEADBRANCH,1206,71428
MOB_DEADBRANCH,1207,71428
MOB_DEADBRANCH,1208,71428
MOB_DEADBRANCH,1209,71428
MOB_DEADBRANCH,1211,71428
MOB_DEADBRANCH,1212,71428
MOB_DEADBRANCH,1213,71428
MOB_DEADBRANCH,1214,71428
MOB_DEADBRANCH,1215,214285
MOB_DEADBRANCH,1216,71428
MOB_DEADBRANCH,1219,71428
MOB_DEADBRANCH,1242,357142
MOB_DEADBRANCH,1243,214285
MOB_DEADBRANCH,1245,71428
MOB_DEADBRANCH,1246,214285
MOB_DEADBRANCH,1248,214285
MOB_DEADBRANCH,1249,214285
MOB_DEADBRANCH,1250,71428
MOB_DEADBRANCH,1253,71428
MOB_DEADBRANCH,1254,214285
MOB_DEADBRANCH,1255,214285
MOB_DEADBRANCH,1256,214285
MOB_DEADBRANCH,1257,71428
MOB_DEADBRANCH,1258,214285
MOB_DEADBRANCH,1259,71428
MOB_DEADBRANCH,1260,71428
MOB_DEADBRANCH,1261,214285
MOB_DEADBRANCH,1262,71428
MOB_DEADBRANCH,1263,71428
MOB_DEADBRANCH,1264,71428
MOB_DEADBRANCH,1265,214285
MOB_DEADBRANCH,1266,357142
MOB_DEADBRANCH,1267,71428
MOB_DEADBRANCH,1268,71428
MOB_DEADBRANCH,1269,71428
MOB_DEADBRANCH,1270,71428
MOB_DEADBRANCH,1271,71428
MOB_DEADBRANCH,1273,214285
MOB_DEADBRANCH,1274,71428
MOB_DEADBRANCH,1275,71428
MOB_DEADBRANCH,1276,71428
MOB_DEADBRANCH,1277,214285
MOB_DEADBRANCH,1278,71428
MOB_DEADBRANCH,1279,214285
MOB_DEADBRANCH,1280,214285
MOB_DEADBRANCH,1281,71428
MOB_DEADBRANCH,1282,214285
MOB_DEADBRANCH,1283,71428
MOB_DEADBRANCH,1289,71428
MOB_DEADBRANCH,1290,71428
MOB_DEADBRANCH,1291,71428
MOB_DEADBRANCH,1292,71428
MOB_DEADBRANCH,1293,71428
MOB_DEADBRANCH,1294,71428
MOB_DEADBRANCH,1295,71428
MOB_DEADBRANCH,1296,71428
MOB_DEADBRANCH,1297,71428
MOB_DEADBRANCH,1298,71428
MOB_DEADBRANCH,1299,71428
MOB_DEADBRANCH,1300,71428
MOB_DEADBRANCH,1301,71428
MOB_DEADBRANCH,1302,71428
MOB_DEADBRANCH,1303,71428
MOB_DEADBRANCH,1304,71428
MOB_DEADBRANCH,1305,71428
MOB_DEADBRANCH,1306,71428
MOB_DEADBRANCH,1307,71428
MOB_DEADBRANCH,1308,71428
MOB_DEADBRANCH,1309,71428
MOB_DEADBRANCH,1310,71428
MOB_DEADBRANCH,1311,71428
MOB_DEADBRANCH,1313,71428
MOB_DEADBRANCH,1314,71428
MOB_DEADBRANCH,1315,71428
MOB_DEADBRANCH,1316,71428
MOB_DEADBRANCH,1317,71428
MOB_DEADBRANCH,1318,71428
MOB_DEADBRANCH,1319,71428
MOB_DEADBRANCH,1320,71428
MOB_DEADBRANCH,1321,71428
MOB_DEADBRANCH,1322,71428
MOB_DEADBRANCH,1323,71428
MOB_DEADBRANCH,1365,71428
MOB_DEADBRANCH,1366,71428
MOB_DEADBRANCH,1367,71428
MOB_DEADBRANCH,1368,71428
MOB_DEADBRANCH,1369,71428
MOB_DEADBRANCH,1370,71428
MOB_DEADBRANCH,1371,71428
MOB_DEADBRANCH,1372,71428
MOB_DEADBRANCH,1374,71428
MOB_DEADBRANCH,1375,71428
MOB_DEADBRANCH,1376,71428
MOB_DEADBRANCH,1377,71428
MOB_DEADBRANCH,1378,71428
MOB_DEADBRANCH,1379,71428
MOB_DEADBRANCH,1380,71428
MOB_DEADBRANCH,1381,71428
MOB_DEADBRANCH,1382,71428
MOB_DEADBRANCH,1383,71428
MOB_DEADBRANCH,1384,71428
MOB_DEADBRANCH,1385,71428
MOB_DEADBRANCH,1386,71428
MOB_DEADBRANCH,1387,71428
MOB_DEADBRANCH,1390,71428
MOB_DEADBRANCH,1391,71428
MOB_DEADBRANCH,1392,214285
MOB_DEADBRANCH,1400,214285
MOB_DEADBRANCH,1401,71428
MOB_DEADBRANCH,1402,71428
MOB_DEADBRANCH,1403,71428
MOB_DEADBRANCH,1404,214285
MOB_DEADBRANCH,1405,71428
MOB_DEADBRANCH,1406,71428
MOB_DEADBRANCH,1408,71428
MOB_DEADBRANCH,1409,214285
MOB_DEADBRANCH,1410,71428
MOB_DEADBRANCH,1412,71428
MOB_DEADBRANCH,1413,71428
MOB_DEADBRANCH,1415,214285
MOB_DEADBRANCH,1416,71428
MOB_DEADBRANCH,1417,214285
MOB_DEADBRANCH,1493,71428
MOB_DEADBRANCH,1494,214285
MOB_DEADBRANCH,1495,71428
MOB_DEADBRANCH,1497,71428
MOB_DEADBRANCH,1498,214285
MOB_DEADBRANCH,1499,71428
MOB_DEADBRANCH,1500,214285
MOB_DEADBRANCH,1503,71428
MOB_DEADBRANCH,1504,71428
MOB_DEADBRANCH,1505,71428
MOB_DEADBRANCH,1506,71428
MOB_DEADBRANCH,1507,71428
MOB_DEADBRANCH,1508,214285
MOB_DEADBRANCH,1509,214285
MOB_DEADBRANCH,1510,71428
MOB_DEADBRANCH,1512,71428
MOB_DEADBRANCH,1513,71428
MOB_DEADBRANCH,1514,71428
MOB_DEADBRANCH,1515,71428
MOB_DEADBRANCH,1516,71428
MOB_DEADBRANCH,1517,71428
MOB_DEADBRANCH,1519,71428
MOB_DEADBRANCH,1520,71428
MOB_DEADBRANCH,1582,71428
MOB_DEADBRANCH,1584,71428
MOB_DEADBRANCH,1586,71428
MOB_DEADBRANCH,1587,71428
MOB_DEADBRANCH,1613,71428
MOB_DEADBRANCH,1614,71428
MOB_DEADBRANCH,1615,71428
MOB_DEADBRANCH,1616,71428
MOB_DEADBRANCH,1617,71428
MOB_DEADBRANCH,1618,71428
MOB_DEADBRANCH,1619,71428
MOB_DEADBRANCH,1620,71428
MOB_DEADBRANCH,1621,71428
MOB_DEADBRANCH,1622,71428
MOB_DEADBRANCH,1627,71428
MOB_DEADBRANCH,1628,71428
MOB_DEADBRANCH,1629,71428
MOB_DEADBRANCH,1631,71428
MOB_DEADBRANCH,1632,71428
MOB_DEADBRANCH,1633,71428
MOB_DEADBRANCH,1634,71428
MOB_DEADBRANCH,1635,71428
MOB_DEADBRANCH,1636,71428
MOB_DEADBRANCH,1637,71428
MOB_DEADBRANCH,1638,71428
MOB_DEADBRANCH,1639,71428
MOB_DEADBRANCH,1652,71428
MOB_DEADBRANCH,1653,71428
MOB_DEADBRANCH,1654,71428
MOB_DEADBRANCH,1655,71428
MOB_DEADBRANCH,1656,71428
MOB_DEADBRANCH,1657,71428
MOB_DEADBRANCH,1664,71428
MOB_DEADBRANCH,1665,71428
MOB_DEADBRANCH,1666,71428
MOB_DEADBRANCH,1667,71428
MOB_DEADBRANCH,1668,71428
MOB_DEADBRANCH,1669,71428
MOB_DEADBRANCH,1670,71428
MOB_DEADBRANCH,1671,71428
MOB_DEADBRANCH,1672,71428
MOB_DEADBRANCH,1673,71428
MOB_DEADBRANCH,1675,71428
MOB_DEADBRANCH,1676,71428
MOB_DEADBRANCH,1677,71428
MOB_DEADBRANCH,1678,71428
MOB_DEADBRANCH,1679,71428
MOB_DEADBRANCH,1680,71428
MOB_DEADBRANCH,1681,71428
MOB_DEADBRANCH,1682,71428
MOB_DEADBRANCH,1686,71428
MOB_DEADBRANCH,1687,71428
MOB_DEADBRANCH,1692,71428
MOB_DEADBRANCH,1693,71428
MOB_DEADBRANCH,1694,71428
MOB_DEADBRANCH,1695,71428
MOB_DEADBRANCH,1696,71428
MOB_DEADBRANCH,1699,71428
MOB_DEADBRANCH,1703,71428
MOB_DEADBRANCH,1704,71428
MOB_DEADBRANCH,1705,71428
MOB_DEADBRANCH,1706,71428
MOB_DEADBRANCH,1707,71428
MOB_DEADBRANCH,1713,71428
MOB_DEADBRANCH,1714,71428
MOB_DEADBRANCH,1715,71428
MOB_DEADBRANCH,1717,71428
MOB_DEADBRANCH,1718,71428
MOB_DEADBRANCH,1720,71428
MOB_DEADBRANCH,1721,71428
MOB_DEADBRANCH,1736,71428
MOB_DEADBRANCH,1737,71428
MOB_DEADBRANCH,1738,71428
MOB_DEADBRANCH,1752,71428
MOB_DEADBRANCH,1753,71428
MOB_DEADBRANCH,1754,71428
MOB_DEADBRANCH,1755,71428
MOB_DEADBRANCH,1769,71428
MOB_DEADBRANCH,1770,71428
MOB_DEADBRANCH,1771,71428
MOB_DEADBRANCH,1772,71428
MOB_DEADBRANCH,1773,71428
MOB_DEADBRANCH,1774,71428
MOB_DEADBRANCH,1775,71428
MOB_DEADBRANCH,1776,71428
MOB_DEADBRANCH,1777,71428
MOB_DEADBRANCH,1778,71428
MOB_DEADBRANCH,1780,71428
MOB_DEADBRANCH,1781,71428
MOB_DEADBRANCH,1782,71428
MOB_DEADBRANCH,1783,71428
MOB_DEADBRANCH,1784,142857
MOB_DEADBRANCH,1789,71428
MOB_DEADBRANCH,1796,142857
MOB_DEADBRANCH,1797,142857
MOB_DEADBRANCH,1829,71428
MOB_DEADBRANCH,1830,71428
MOB_DEADBRANCH,1831,71428
MOB_DEADBRANCH,1833,71428
MOB_DEADBRANCH,1836,214285
MOB_DEADBRANCH,1837,71428
MOB_DEADBRANCH,1838,71428
MOB_DEADBRANCH,1839,71428
MOB_DEADBRANCH,1864,71428
MOB_DEADBRANCH,1865,71428
MOB_DEADBRANCH,1866,71428
MOB_DEADBRANCH,1867,71428
MOB_DEADBRANCH,1869,71428
MOB_DEADBRANCH,1870,71428
MOB_DEADBRANCH,1872,71428
MOB_DEADBRANCH,1880,71428
MOB_DEADBRANCH,1881,71428
MOB_DEADBRANCH,1882,71428
MOB_DEADBRANCH,1883,71428
MOB_DEADBRANCH,1884,71428
MOB_DEADBRANCH,1918,71428
MOB_DEADBRANCH,1919,71428
MOB_DEADBRANCH,1920,71428
MOB_DEADBRANCH,1921,71428
MOB_DEADBRANCH,1974,71428
MOB_DEADBRANCH,1975,71428
MOB_DEADBRANCH,1976,71428
MOB_DEADBRANCH,1977,71428
MOB_DEADBRANCH,1978,71428
MOB_DEADBRANCH,1979,71428
MOB_DEADBRANCH,1986,71428
MOB_DEADBRANCH,1987,71428
MOB_DEADBRANCH,1988,71428
MOB_DEADBRANCH,1989,71428
MOB_DEADBRANCH,1990,71428
MOB_DEADBRANCH,1991,71428
MOB_DEADBRANCH,1992,71428
MOB_DEADBRANCH,1993,71428
MOB_DEADBRANCH,1994,71428
MOB_DEADBRANCH,1995,71428
MOB_DEADBRANCH,1999,71428
MOB_DEADBRANCH,2013,71428
MOB_DEADBRANCH,2015,71428
MOB_DEADBRANCH,2016,71428
MOB_DEADBRANCH,2017,71428
MOB_DEADBRANCH,2018,71428
MOB_DEADBRANCH,2019,71428
MOB_DEADBRANCH,2020,71428
MOB_DEADBRANCH,2021,71428
MOB_DEADBRANCH,2023,71428
MOB_DEADBRANCH,2024,71428
MOB_DEADBRANCH,2069,71428
MOB_DEADBRANCH,2070,71428
MOB_DEADBRANCH,2071,71428
MOB_DEADBRANCH,2072,71428
MOB_DEADBRANCH,2073,71428
MOB_DEADBRANCH,2074,71428
MOB_DEADBRANCH,2083,71428
MOB_DEADBRANCH,2084,71428
MOB_DEADBRANCH,2085,71428
MOB_DEADBRANCH,2086,71428
MOB_DEADBRANCH,2088,71428
MOB_DEADBRANCH,2089,71428
MOB_DEADBRANCH,2090,71428
MOB_DEADBRANCH,2091,71428
MOB_DEADBRANCH,2092,71428
MOB_DEADBRANCH,2093,142857
