// Old Blue Box Obtainable Items Database
//
// Structure of Database:
// GroupID,ItemID,Rate

1,501,12	// Red Potion
1,971,12	// Detrimindexta
1,972,12	// Karvodailnirol
1,973,12	// Counteragent
1,974,12	// Mixture
1,975,12	// Scarlet Dyestuff
1,976,12	// Lemon Dyestuff
1,978,12	// Cobaltblue Dyestuff
1,979,12	// Darkgreen Dyestuff
1,980,12	// Orange Dyestuff
1,981,12	// Violet Dyestuff
1,982,12	// White Dyestuff
1,983,12	// Black Dyestuff
1,986,12	// Anvil
1,987,12	// Oridecon Anvil
1,988,12	// Golden Anvil
1,989,12	// Emperium Anvil
1,990,12	// Red Blood
1,991,12	// Crystal Blue
1,992,12	// Wind of Verdure
1,993,12	// Green Live
1,994,12	// Flame Heart
1,995,12	// Mystic Frozen
1,996,12	// Rough Wind
1,997,12	// Great Nature
1,998,12	// Iron
1,999,12	// Steel
1,1000,12	// Star Crumb
1,1001,12	// Star Dust
1,1002,12	// Iron Ore
1,1003,12	// Coal
1,1004,12	// Chivalry Emblem
1,1005,12	// Hammer of Blacksmith
1,1006,12	// Old Magicbook
1,1007,12	// Necklace of Wisdom
1,1008,12	// Necklace of Oblivion
1,1009,12	// Hand of God
1,1010,12	// Phracon
1,1011,12	// Emveretarcon
1,1012,12	// Frill
1,1013,12	// Rainbow Shell
1,1014,12	// Ant Jaw
1,1015,12	// Tongue
1,1016,12	// Rat Tail
1,1017,12	// Mole Whiskers
1,1018,12	// Mole Claw
1,1019,12	// Trunk
1,1020,12	// Black Hair
1,1021,12	// Dokebi Horn
1,1022,12	// Nine Tails
1,1023,12	// Fish Tail
1,1024,12	// Squid Ink
1,1025,12	// Cobweb
1,1026,12	// Acorn
1,1027,12	// Porcupine Quill
1,1028,12	// Mane
1,1029,12	// Tiger Skin
1,1031,12	// Mantis Scythe
1,1032,12	// Maneater Blossom
1,1033,12	// Maneater Root
1,1034,12	// Blue Hair
1,1035,12	// Dragon Canine
1,1036,12	// Dragon Scale
1,1037,12	// Dragon Tail
1,1038,12	// Little Evil Horn
1,1039,12	// Little Evil Wing
1,1040,12	// Elder Pixie's Moustache
1,1041,12	// Lantern
1,1042,12	// Bug Leg
1,1043,12	// Orc Claw
1,1044,12	// Zenorc's Fang
1,1045,12	// Cultish Masque
1,1046,12	// Scorpion Nipper
1,1047,12	// Dead Medusa
1,1048,12	// Horrendous Hair
1,1049,12	// Skirt of Virgin
1,1050,12	// Tendon
1,1051,12	// Detonator
1,1052,12	// Single Cell
1,1053,12	// Ancient Tooth
1,1054,12	// Ancient Lips
1,1055,12	// Earthworm Peeling
1,1056,12	// Grit
1,1057,12	// Moth Dust
1,1058,12	// Moth Wings
1,1059,12	// Fabric
1,1060,12	// Golden Hair
1,1061,12	// Witched Starsand
1,1062,12	// Jack o' Pumpkin
1,1063,12	// Fang
1,1064,12	// Reins
1,1065,12	// Trap
1,1066,12	// Fine-grained Trunk
1,1067,12	// Solid Trunk
1,1068,12	// Barren Trunk
1,1088,12	// Morocc Solution
1,1089,12	// Payon Solution
1,1092,12	// Empty Test Tube
1,1093,12	// Empty Potion Bottle
1,1094,12	// Short Daenggie
1,1095,12	// Clock Hand
1,1096,12	// Round Shell
1,1097,12	// Worn Out Page
1,1098,12	// Manacles
1,1099,12	// Worn-out Prison Uniform
1,1101,6	// Sword
1,1102,6	// Sword
1,1104,6	// Falchion
1,1105,6	// Falchion
1,1107,6	// Blade
1,1108,6	// Blade
1,1110,6	// Rapier
1,1111,6	// Rapier
1,1113,6	// Scimitar
1,1114,6	// Scimitar
1,1116,3	// Katana
1,1117,3	// Katana
1,1119,6	// Tsurugi
1,1120,6	// Tsurugi
1,1122,6	// Ring Pommel Saber
1,1123,6	// Haedonggum
1,1124,6	// Orcish sword
1,1125,6	// Ring Pommel Saber
1,1126,6	// Saber
1,1127,6	// Saber
1,1128,6	// Haedonggum
1,1129,6	// Flamberge
1,1146,1	// Town Sword
1,1147,1	// Town Sword
1,1148,1	// Star Dust Blade
1,1151,3	// Slayer
1,1152,3	// Slayer
1,1154,3	// Bastard Sword
1,1155,3	// Bastard Sword
1,1157,3	// Two-Handed Sword
1,1158,3	// Two-Handed Sword
1,1160,3	// Broad Sword
1,1162,3	// Broad Sword
1,1163,3	// Claymore
1,1201,3	// Knife
1,1202,3	// Knife
1,1204,3	// Cutter
1,1205,3	// Cutter
1,1207,3	// Main Gauche
1,1208,3	// Main Gauche
1,1210,3	// Dirk
1,1211,3	// Dirk
1,1213,3	// Dagger
1,1214,3	// Dagger
1,1216,3	// Stiletto
1,1217,3	// Stiletto
1,1219,3	// Gladius
1,1220,3	// Gladius
1,1222,3	// Damascus
1,1226,3	// Damascus
1,1243,3	// Novice Main Gauche
1,1245,1	// Cinquedea
1,1247,1	// Kindle Dagger
1,1248,1	// Obsidian Dagger
1,1249,1	// Fisherman's Dagger
1,1250,3	// Jur
1,1251,3	// Jur
1,1252,3	// Katar
1,1253,3	// Katar
1,1254,3	// Jamadhar
1,1255,3	// Jamadhar
1,1256,3	// Katar of Frozen Icicle
1,1257,3	// Katar of Quaking
1,1258,3	// Katar of Raging Blaze
1,1259,3	// Katar of Piercing Wind
1,1262,1	// Loki's Nail
1,1263,1	// Unholy Touch
1,1264,2	// Specialty Jur
1,1265,1	// Bloody Roar
1,1269,1	// Inverse Scale
1,1271,1	// Blood Tears
1,1301,3	// Axe
1,1302,3	// Axe
1,1304,3	// Orcish Axe
1,1307,1	// Windhawk
1,1351,3	// Battle Axe
1,1352,3	// Battle Axe
1,1354,3	// Hammer
1,1355,3	// Hammer
1,1357,3	// Buster
1,1358,3	// Buster
1,1360,3	// Two-Handed Axe
1,1361,3	// Two-Handed Axe
1,1370,1	// Doom Slayer
1,1376,1	// Heart Breaker
1,1377,1	// Hurricane Fury
1,1401,9	// Javelin
1,1402,9	// Javelin
1,1404,9	// Spear
1,1405,9	// Spear
1,1407,9	// Pike
1,1408,9	// Pike
1,1410,3	// Lance
1,1411,3	// Lance
1,1451,3	// Guisarme
1,1452,3	// Guisarme
1,1454,3	// Glaive
1,1455,3	// Glaive
1,1457,3	// Partizan
1,1458,3	// Partizan
1,1460,3	// Trident
1,1461,3	// Trident
1,1463,3	// Halberd
1,1464,3	// Halberd
1,1472,3	// Soul Staff
1,1474,1	// Gae Bolg
1,1478,1	// Ahlspiess
1,1501,6	// Club
1,1502,6	// Club
1,1504,6	// Mace
1,1505,6	// Mace
1,1507,6	// Smasher
1,1508,6	// Smasher
1,1510,6	// Flail
1,1511,6	// Flail
1,1513,6	// Morning Star
1,1514,6	// Morning Star
1,1516,6	// Sword Mace
1,1517,6	// Sword Mace
1,1519,6	// Chain
1,1520,6	// Chain
1,1522,6	// Stunner
1,1550,3	// Book
1,1551,3	// Bible
1,1552,3	// Tablet
1,1553,3	// Book of Billows
1,1554,3	// Book of Mother Earth
1,1555,3	// Book of the Blazing Sun
1,1556,3	// Book of Gust of Wind
1,1558,3	// Girl's Diary
1,1559,1	// Legacy of Dragon
1,1560,1	// Sage's Diary
1,1561,1	// Hardcover Book
1,1601,3	// Rod
1,1602,3	// Rod
1,1604,3	// Wand
1,1605,3	// Wand
1,1607,3	// Staff
1,1608,3	// Staff
1,1610,3	// Arc Wand
1,1611,3	// Arc Wand
1,1613,3	// Mighty Staff
1,1614,3	// Wand of Occult
1,1615,3	// Evil Bone Wand
1,1616,1	// Wing Staff
1,1617,1	// Survivor's Rod
1,1618,1	// Survivor's Rod
1,1619,1	// Survivor's Rod
1,1620,1	// Survivor's Rod
1,1621,1	// Hypnotist's Staff
1,1622,1	// Hypnotist's Staff
1,1701,3	// Bow
1,1702,3	// Bow
1,1704,3	// Composite Bow
1,1705,3	// Composite Bow
1,1707,3	// Great Bow
1,1708,3	// Great Bow
1,1710,3	// Crossbow
1,1711,3	// Crossbow
1,1713,3	// Arbalest
1,1714,3	// Gakkung Bow
1,1715,3	// Arbalest
1,1716,3	// Gakkung Bow
1,1718,3	// Hunter Bow
1,1723,1	// Luna Bow
1,1724,1	// Dragon Wing
1,1730,1	// Burning Bow
1,1731,1	// Frozen Bow
1,1732,1	// Earth Bow
1,1733,1	// Gust Bow
1,1750,12	// Arrow
1,1751,12	// Silver Arrow
1,1752,12	// Fire Arrow
1,1753,12	// Steel Arrow
1,1754,12	// Crystal Arrow
1,1755,12	// Arrow of Wind
1,1756,12	// Stone Arrow
1,1757,12	// Immaterial Arrow
1,1758,12	// Stun Arrow
1,1759,12	// Frozen Arrow
1,1760,12	// Flash Arrow
1,1761,12	// Cursed Arrow
1,1762,12	// Rusty Arrow
1,1763,12	// Poison Arrow
1,1764,12	// Sharp Arrow
1,1765,12	// Oridecon Arrow
1,1767,12	// Shadow Arrow
1,1768,12	// Sleep Arrow
1,1769,12	// Mute Arrow
1,1770,12	// Iron Arrow
1,1801,3	// Waghnak
1,1802,3	// Waghnak
1,1803,3	// Knuckle Duster
1,1804,3	// Knuckle Duster
1,1805,3	// Studded Knuckles
1,1806,3	// Studded Knuckles
1,1807,3	// Fist
1,1808,3	// Fist
1,1809,3	// Claw
1,1810,3	// Claw
1,1811,3	// Finger
1,1812,3	// Finger
1,1815,1	// Hatii Claw
1,1818,1	// Magma Fist
1,1819,1	// Icicle Fist
1,1820,1	// Electric Fist
1,1821,1	// Seismic Fist
1,1822,1	// Combo Battle Glove
1,1901,3	// Violin
1,1902,3	// Violin
1,1903,3	// Mandolin
1,1904,3	// Mandolin
1,1905,3	// Lute
1,1906,3	// Lute
1,1907,3	// Guitar
1,1908,3	// Guitar
1,1909,3	// Harp
1,1910,3	// Harp
1,1911,3	// Gumoongoh
1,1912,3	// Gumoongoh
1,1914,1	// Burning Passion Guitar
1,1915,1	// Loner's Guitar
1,1916,1	// Green Acre Guitar
1,1917,1	// Gentle Breeze Guitar
1,1918,1	// Oriental Lute
1,1919,1	// Base Guitar
1,1950,3	// Rope
1,1951,3	// Rope
1,1952,3	// Whip
1,1953,3	// Whip
1,1954,3	// Wire Whip
1,1955,3	// Wire Whip
1,1956,3	// Rante Whip
1,1957,3	// Rante Whip
1,1958,3	// Tail Whip
1,1959,3	// Tail Whip
1,1960,3	// Whip
1,1961,3	// Whip
1,1965,1	// Red Flame Whip
1,1966,1	// Icicle Whip
1,1967,1	// Gaia Whip
1,1968,1	// Skipping Rope
1,1969,1	// Blade Whip
1,1970,1	// Queen's Whip
1,1971,1	// Electric Wire
1,1972,1	// Electric Eel
1,1973,1	// Sea Witch's Foot
1,1974,1	// Carrot Whip
1,2101,3	// Guard
1,2102,3	// Guard
1,2103,3	// Buckler
1,2104,3	// Buckler
1,2105,3	// Shield
1,2106,3	// Shield
1,2107,3	// Mirror Shield
1,2108,3	// Mirror Shield
1,2109,3	// Memory Book
1,2112,3	// Novice Guard
1,2113,1	// Novice Shield
1,2123,1	// Orleans's Server
1,2124,1	// Thorny Buckler
1,2125,1	// Strong Shield
1,2201,3	// Sunglasses
1,2203,3	// Glasses
1,2205,3	// Diver Goggles
1,2206,3	// Wedding Veil
1,2207,3	// Fancy Flower
1,2208,3	// Ribbon
1,2209,3	// Ribbon
1,2210,3	// Hair Band
1,2211,3	// Bandana
1,2212,3	// Eye Patch
1,2213,3	// Kitty Band
1,2214,3	// Bunny Band
1,2215,3	// Flower Band
1,2216,3	// Biretta
1,2217,3	// Biretta
1,2218,3	// Flu Mask
1,2220,3	// Hat
1,2221,3	// Hat
1,2222,3	// Turban
1,2223,3	// Turban
1,2224,3	// Goggles
1,2225,3	// Goggles
1,2226,3	// Cap
1,2227,3	// Cap
1,2228,3	// Helm
1,2229,3	// Helm
1,2230,3	// Gemmed Sallet
1,2231,3	// Gemmed Sallet
1,2232,3	// Circlet
1,2233,3	// Circlet
1,2236,3	// Santa Hat
1,2239,3	// Monocle
1,2241,3	// Grandpa Beard
1,2242,3	// Purple Glasses
1,2243,3	// Geek Glasses
1,2244,3	// Big Ribbon
1,2245,3	// Sweet Gent
1,2246,3	// Golden Gear
1,2247,3	// Romantic Gent
1,2248,3	// Western Grace
1,2249,1	// Coronet
1,2250,3	// Cute Ribbon
1,2251,3	// Monk Hat
1,2252,3	// Wizard Hat
1,2253,3	// Sunflower
1,2254,1	// Angel Wing
1,2255,1	// Evil Wing
1,2257,3	// Unicorn Horn
1,2258,1	// Spiky Band
1,2259,3	// Mini Propeller
1,2260,3	// Mini Glasses
1,2261,3	// Army Cap
1,2262,3	// Clown Nose
1,2263,3	// Zorro Masque
1,2265,3	// Gangster Mask
1,2266,3	// Iron Cain
1,2267,3	// Cigarette
1,2268,3	// Pipe
1,2269,3	// Romantic Flower
1,2270,3	// Romantic Leaf
1,2271,3	// Jack be Dandy
1,2274,1	// Ghost Bandana
1,2275,3	// Red Bandana
1,2276,3	// Angled Glasses
1,2277,3	// Nurse Cap
1,2278,3	// Mr. Smile
1,2279,3	// Bomb Wick
1,2282,3	// Halo
1,2285,3	// Apple of Archer
1,2287,3	// Pirate Bandana
1,2288,3	// Mr. Scream
1,2289,3	// Poo Poo Hat
1,2290,3	// Funeral Hat
1,2291,3	// Masquerade
1,2294,3	// Stellar
1,2295,3	// Blinker
1,2297,3	// Goblin Mask
1,2298,3	// Green Feeler
1,2299,3	// Orc Helm
1,2301,3	// Cotton Shirt
1,2302,3	// Cotton Shirt
1,2303,3	// Jacket
1,2304,3	// Jacket
1,2305,3	// Adventurer's Suit
1,2306,3	// Adventurer's Suit
1,2307,3	// Mantle
1,2308,3	// Mantle
1,2309,3	// Coat
1,2310,3	// Coat
1,2311,3	// Mink Coat
1,2312,3	// Padded Armor
1,2313,3	// Padded Armor
1,2314,3	// Chain Mail
1,2315,3	// Chain Mail
1,2316,3	// Full Plate
1,2317,3	// Full Plate
1,2318,3	// Lord's Clothes
1,2320,3	// Formal Suit
1,2321,3	// Silk Robe
1,2322,3	// Silk Robe
1,2323,3	// Scapulare
1,2324,3	// Scapulare
1,2325,3	// Saint's Robe
1,2326,3	// Saint's Robe
1,2328,3	// Wooden Mail
1,2329,3	// Wooden Mail
1,2330,3	// Tights
1,2331,3	// Tights
1,2332,3	// Silver Robe
1,2333,3	// Silver Robe
1,2335,3	// Thief Clothes
1,2336,3	// Thief Clothes
1,2337,3	// Ninja Suit
1,2339,3	// Pantie
1,2340,3	// Novice Breastplate
1,2341,3	// Legion Plate Armor
1,2352,3	// Tattered Novice Ninja Suit
1,2365,1	// Orleans's Gown
1,2401,3	// Sandals
1,2402,3	// Sandals
1,2403,3	// Shoes
1,2404,3	// Shoes
1,2405,3	// Boots
1,2406,3	// Boots
1,2407,3	// Crystal Pumps
1,2408,3	// Shackles
1,2409,3	// High Heels
1,2411,3	// Greaves
1,2414,3	// Novice Slippers
1,2416,1	// Novice Shoes
1,2420,1	// Angel's Reincarnation
1,2501,3	// Hood
1,2502,3	// Hood
1,2503,3	// Muffler
1,2504,3	// Muffler
1,2505,3	// Manteau
1,2506,3	// Manteau
1,2507,3	// Ancient Cape
1,2508,3	// Ragamuffin Manteau
1,2510,3	// Somber Novice Hood
1,2512,1	// Novice Manteau
1,2513,1	// Heavenly Maiden Robe
1,2514,1	// Pauldron
1,2515,1	// Eagle Wing
1,2601,3	// Ring
1,2602,3	// Earring
1,2603,3	// Necklace
1,2604,3	// Glove
1,2605,3	// Brooch
1,2607,3	// Clip
1,2608,3	// Rosary
1,2609,3	// Skull Ring
1,2610,3	// Gold Ring
1,2611,3	// Silver Ring
1,2612,3	// Flower Ring
1,2613,3	// Diamond Ring
1,2617,3	// Celebrant's Mitten
1,2618,3	// Matyr's Leash
1,2621,1	// Ring
1,2622,1	// Earring
1,2623,1	// Necklace
1,2624,1	// Glove
1,2625,1	// Brooch
1,2626,1	// Rosary
1,2627,3	// Belt
1,2628,3	// Novice Armlet
1,2652,1	// Goddess of Fortune's Cursed Brooch
1,2654,1	// Shinobi Sash
1,2656,1	// Armor Charm
1,5002,1	// Jewel Crown
1,5003,3	// Joker Jester
1,5005,3	// Gas Mask
1,5006,3	// Machoman's Glasses
1,5009,3	// Safety Helmet
1,5010,3	// Indian Fillet
1,5011,3	// Aerial
1,5014,3	// Fin Helm
1,5015,3	// Egg Shell
1,5030,3	// Panda Hat
1,5035,3	// Poring Hat
1,5037,3	// Nutshell
1,5055,3	// Novice False Eggshell
1,5085,1	// Small Ribbons
1,5088,3	// Surprised Mask
1,5089,3	// Annoyed Mask
1,5090,3	// Goblin Leader Mask
1,5111,1	// Galapago Cap
1,5112,1	// Super Novice Hat
1,5113,1	// Angry Snarl
1,5114,1	// Bucket Hat
1,5116,1	// Banana Hat
1,5118,1	// Puppy Headband
1,5119,1	// Super Novice Hat
1,5120,1	// Bucket Hat
1,5122,1	// Magni's Cap
1,5175,1	// Censor Bar
1,7001,12	// Mould Powder
1,7002,12	// Ogre Tooth
1,7003,12	// Anolian Skin
1,7004,12	// Mud Lump
1,7005,12	// Skull
1,7006,12	// Wing of Red Bat
1,7007,12	// Claw of Rat
1,7008,12	// Stiff Horn
1,7009,12	// Glitter Shell
1,7010,12	// Tail of Steel Scorpion
1,7011,12	// Claw of Monkey
1,7012,12	// Tough Scalelike Stem
1,7013,12	// Coral Reef
1,7014,12	// Old Portrait
1,7015,12	// Memory Bookmark
1,7016,12	// Bent Spoon
1,7026,12	// Key of the Clock Tower
1,7027,12	// Key of the Underground
1,7030,12	// Claw of Desert Wolf
1,7031,12	// Old Frying Pan
1,7032,12	// Piece of Egg Shell
1,7033,12	// Poison Spore
1,7034,12	// Red Stocking
1,7035,12	// Matchstick
1,7036,12	// Fang of Garm
1,7038,12	// Yarn
1,7041,12	// Fine Grit
1,7047,12	// Alice's Apron
1,7048,12	// Talon of Griffon
1,7049,12	// Stone
1,7053,12	// Cyfar
1,7054,12	// Brigan
1,7059,12	// Free Ticket for Kafra Storage
1,7060,12	// Free Ticket for Kafra Transportation
1,7061,12	// Free Ticket for the Cart Service
1,7063,12	// Soft Feather
1,7064,12	// Wing of Dragonfly
1,7065,12	// Sea-Otter Fur
1,7066,12	// Ice Cubic
1,7067,12	// Stone Fragment
1,7068,12	// Burnt Tree
1,7069,12	// Destroyed Armor
1,7070,12	// Broken Shell
1,7071,12	// Tattered Clothes
1,7072,12	// Old Shuriken
1,7093,12	// Cogwheel
1,7094,12	// Fragment
1,7095,12	// Metal Fragment
1,7096,12	// Lava
1,7097,12	// Burning Heart
1,7098,12	// Live Coal
1,7099,12	// Worn-out Magic Scroll
1,7100,12	// Sharp Leaf
1,7101,12	// Peco Peco Feather
1,7106,12	// Antelope Horn
1,7107,12	// Antelope Skin
1,7108,12	// Piece of Shield
1,7109,12	// Shining Spear Blade
1,7110,12	// Broken Sword
1,7111,12	// Slick Paper
1,7112,12	// Sharp Paper
1,7113,12	// Broken Pharaoh Emblem
1,7114,12	// Masque of Tutankhamen
1,7115,12	// Harpy Feather
1,7116,12	// Harpy Talon
1,7117,12	// Torn Magic Book
1,7118,12	// Torn Scroll
1,7119,12	// Bacillus
1,7120,12	// Burning Horseshoe
1,7121,12	// Honey Pot
1,7122,12	// Burning Hair
1,7123,12	// Dragon Skin
1,7124,12	// Sand Clump
1,7125,12	// Scorpion Claw
1,7126,12	// Large Jellopy
1,7134,12	// Medicine Bowl
1,7135,12	// Fire Bottle
1,7136,12	// Acid Bottle
1,7137,12	// Plant Bottle
1,7138,12	// Marine Sphere Bottle
1,7139,12	// Glistening Coat
1,7149,12	// Yellow Plate
1,7150,12	// Piece of Bamboo
1,7151,12	// Oil Paper
1,7152,12	// Glossy Hair
1,7153,12	// Worn-out Kimono
1,7154,12	// Poisonous Powder
1,7155,12	// Poisonous Toad Skin
1,7156,12	// Broken Shuriken
1,7157,12	// Dark Mask
1,7158,12	// Broken Liquor Jar
1,7159,12	// Tengu Nose
1,7161,12	// Black Bear Skin
1,7162,12	// Cloud Crumb
1,7163,12	// Hard Feeler
1,7164,12	// Solid_Peach
1,7165,12	// Transparent Celestial Robe
1,7166,12	// Soft Silk
1,7167,12	// Strange Steel Piece
1,7168,12	// Giant Butterfly Wing
1,7169,12	// Ba_Gua
1,7171,12	// Leopard Skin
1,7172,12	// Leopard Claw
1,7174,12	// Wrapping Lace
1,7175,12	// Wrapping Paper
1,7182,12	// Cacao
1,7186,12	// Thin Trunk
1,7187,12	// Festival Mask
1,7188,12	// Brown_Root
1,7189,12	// Wooden Heart
1,7190,12	// Solid Husk
1,7191,12	// Lamp
1,7192,12	// Vane
1,7193,12	// Sprout
1,7194,12	// Soft Blade of Grass
1,7195,12	// Slingshot
1,7196,12	// Shoulder Protector
1,7197,12	// Tough Vines
1,7198,12	// Huge Leaf
1,7200,12	// Elastic Band
1,7201,12	// Log
1,7202,12	// Pincher of Beetle
1,7203,12	// Strong Branch
1,7205,12	// Piece of Black Cloth
1,7206,12	// Black Cat Doll
1,7207,12	// Old Manteau
1,7208,12	// Rusty Kitchen Knife
1,7209,12	// Helm of Dullahan
1,7210,12	// Armor Piece of Dullahan
1,7211,12	// Fragment of Rossata Stone
1,7212,12	// Hung Doll
1,7213,12	// Needle Packet
1,7214,12	// Bat Cage
1,7215,12	// Broken Needle
1,7216,12	// Red Muffler
1,7217,12	// Spool
1,7218,12	// Decomposed Rope
1,7219,12	// Striped Sock
1,7220,12	// Ectoplasm
1,7221,12	// Tangled Chains
1,7222,12	// Wooden Gnarl
1,7223,12	// Contorted Self-Portrait
1,7225,12	// Pumpkin Lantern
1,7262,12	// Folding Fan of Cat Ghost
1,7263,12	// Cat's Eye
